,Date,Unnamed: 0,Unnamed: 0.1,ObservationTimeApproximate,UTMNorthing,UTMEasting,LocationApproximate,ST,SM,SF,SU,SA,SAM,SAF,SAFP,SAFL,SAFEN,SAU,SS,SSM,SSF,SSU,SJ,SJM,SJF,SJU,IT,IM,IF,IU,IA,IAM,IAF,IAFP,IAFL,IAFEN,IAU,IS,ISM,ISF,ISU,IJ,IJM,IJF,IJU,T,A,S,J,TDiff,ObsYear,ObsMonth,week,tdate,tdint,quarter
457,2017-02-12,2718.5,4040.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,10085.0,10.0,144,2.5397260273972604,39.0,18.0
458,2017-02-19,2994.0,4449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,10085.0,10.0,153,2.712328767123287,39.0,18.0
459,2017-02-26,3410.5,5113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,,,,,12102.0,12.0,162,2.8849315068493158,39.0,18.0
460,2017-03-05,2630.0,3881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,10085.0,13.0,171,3.0575342465753423,39.0,18.0
461,2017-03-12,2747.5,4019.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,10085.0,15.0,180,3.2301369863013707,39.0,18.0
462,2017-03-19,3017.0,4472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,10085.0,15.0,189,3.4027397260273973,39.0,18.0
463,2017-03-26,3334.5,5098.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,8068.0,12.0,198,3.575342465753424,39.0,18.0
464,2017-04-02,3009.5,4531.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,10085.0,15.0,230,4.164383561643835,38.0,20.0
465,2017-04-09,4075.0,6187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,,,,,12102.0,24.0,240,4.3561643835616435,38.0,20.0
466,2017-04-16,4650.5,7122.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,,,,,14119.0,28.0,250,4.5479452054794525,38.0,20.0
467,2017-04-23,961.0,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,4034.0,8.0,260,4.739726027397261,38.0,20.0
468,2017-04-30,1375.0,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,,,4034.0,8.0,270,4.9315068493150696,38.0,20.0
469,2017-05-07,3709.5,5662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,12102.0,30.0,280,5.123287671232877,38.0,30.0
470,2017-05-14,4781.5,7324.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0,,,,,14119.0,35.0,290,5.315068493150684,38.0,30.0
471,2017-05-21,5064.0,7695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,14119.0,35.0,300,5.506849315068492,38.0,30.0
472,2017-05-28,1679.0,2454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,6051.0,15.0,310,5.698630136986302,38.0,30.0
473,2017-06-04,2463.0,3615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,,,,,8068.0,23.0,320,5.89041095890411,38.0,30.0
474,2017-06-11,5767.5,8829.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,,,,,16136.0,48.0,330,6.082191780821918,38.0,30.0
475,2017-06-18,4893.5,7418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,,,,16136.0,48.0,340,6.2739726027397245,38.0,30.0
476,2017-06-25,4729.0,7201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,,14119.0,42.0,350,6.465753424657535,38.0,30.0
477,2017-07-02,6929.0,10694.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,16136.0,48.0,396,7.323287671232879,37.0,33.0
478,2017-07-09,3700.0,5667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.0,,,,,10085.0,35.0,407,7.534246575342466,37.0,33.0
479,2017-07-16,3951.0,5971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,12102.0,42.0,418,7.745205479452054,37.0,33.0
480,2017-07-23,804.0,1256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,,,,,2017.0,7.0,429,7.956164383561642,37.0,33.0
481,2017-07-30,2287.5,3402.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,8068.0,28.0,440,8.167123287671231,37.0,33.0
482,2017-08-06,3498.5,5373.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,,,,,10085.0,39.0,451,8.378082191780823,37.0,44.0
483,2017-08-13,2658.0,4068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,8068.0,32.0,462,8.589041095890412,37.0,44.0
484,2017-08-20,2909.0,4344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,8068.0,32.0,473,8.799999999999999,37.0,44.0
485,2017-08-27,1876.5,2918.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,,,,,4034.0,16.0,484,9.010958904109588,37.0,44.0
486,2017-09-03,4081.0,6122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,,12102.0,48.0,495,9.22191780821918,37.0,44.0
487,2017-09-10,4740.0,7158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,,,,,14119.0,63.0,552,10.29041095890411,36.0,48.0
488,2017-09-17,8575.0,13191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,22187.0,99.0,611,11.397260273972602,35.0,52.0
489,2017-09-24,3321.0,5144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,,,,,8068.0,36.0,528,9.854794520547944,37.0,44.0
490,2017-10-01,6406.5,9725.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,18153.0,81.0,539,10.065753424657531,37.0,44.0
491,2017-10-08,2389.0,3655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,,,6051.0,30.0,550,10.276712328767124,37.0,44.0
492,2017-10-15,2796.5,4208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,,,,,10085.0,50.0,561,10.48767123287671,37.0,44.0
493,2017-10-22,3056.0,4671.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,,,,,8068.0,40.0,572,10.698630136986303,37.0,44.0
494,2017-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.0,,,,,,,583,10.909589041095892,37.0,44.0
495,2017-11-05,3960.0,5981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,10085.0,53.0,22,0.12054794520547943,48.0,11.0
496,2017-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,,,33,0.3315068493150684,48.0,11.0
497,2017-11-19,4115.0,6315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,10085.0,55.0,44,0.5424657534246576,48.0,11.0
498,2017-11-26,5552.5,8334.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,18153.0,99.0,55,0.7534246575342467,48.0,11.0
499,2017-12-03,4335.5,6348.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,,16136.0,88.0,66,0.9643835616438354,48.0,11.0
500,2017-12-10,4596.5,6907.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,12102.0,72.0,77,1.1753424657534248,48.0,11.0
501,2017-12-17,6588.5,9928.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,18153.0,108.0,88,1.3863013698630136,48.0,11.0
502,2017-12-24,4697.0,6995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,,,,,14119.0,84.0,99,1.5972602739726025,48.0,11.0
503,2017-12-31,3171.0,5021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,6051.0,36.0,110,1.8082191780821917,48.0,11.0
504,2018-01-07,5769.5,8771.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,14126.0,7.0,121,2.0191780821917806,48.0,11.0
505,2018-01-14,5078.5,7580.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,,14126.0,7.0,132,2.23013698630137,48.0,11.0
506,2018-01-21,5194.0,7840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,14126.0,7.0,143,2.4410958904109594,48.0,11.0
507,2018-01-28,191.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,2018.0,1.0,140,2.4109589041095885,48.0,10.0
508,2018-02-04,6272.0,9476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,,16144.0,11.0,165,2.8630136986301373,47.0,22.0
509,2018-02-11,4026.5,6328.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,8072.0,8.0,144,2.515068493150685,39.0,18.0
510,2018-02-18,4618.5,6970.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,12108.0,12.0,153,2.6876712328767125,39.0,18.0
511,2018-02-25,4398.5,6651.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,12108.0,12.0,162,2.86027397260274,39.0,18.0
512,2018-03-04,666.0,951.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,,,,,2018.0,2.0,171,3.0328767123287665,39.0,18.0
513,2018-03-11,3146.0,4911.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,,,,,8072.0,12.0,180,3.205479452054795,39.0,18.0
514,2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,,,,,,,189,3.3780821917808215,39.0,18.0
515,2018-03-25,4712.0,7299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,,,,,10090.0,15.0,198,3.55068493150685,39.0,18.0
516,2018-04-01,4245.5,6600.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,10090.0,15.0,184,3.3095890410958906,37.0,16.0
517,2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,96,1.7315068493150685,11.0,8.0
518,2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,100,1.8082191780821917,11.0,8.0
519,2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,104,1.884931506849315,11.0,8.0
520,2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,108,1.9616438356164383,11.0,8.0
521,2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0383561643835617,11.0,12.0
522,2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.115068493150685,11.0,12.0
523,2018-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,2.191780821917808,11.0,12.0
524,2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,2.2684931506849315,11.0,12.0
525,2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,2.345205479452055,11.0,12.0
526,2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,2.421917808219178,11.0,12.0
527,2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,2.4986301369863013,11.0,12.0
528,2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,2.5753424657534247,11.0,12.0
529,2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,2.652054794520548,11.0,12.0
530,2018-07-08,1917.0,2979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,,,,,6054.0,21.0,148,2.728767123287671,11.0,12.0
531,2018-07-15,2832.5,4393.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,8072.0,28.0,190,3.506849315068493,10.0,15.0
532,2018-07-22,3435.0,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,10090.0,35.0,195,3.6027397260273974,10.0,15.0
533,2018-07-29,2847.5,4408.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,8072.0,28.0,200,3.698630136986301,10.0,15.0
534,2018-08-05,3450.5,5215.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,10090.0,38.166666666666664,205,3.7945205479452055,10.0,20.0
535,2018-08-12,3463.5,5228.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,10090.0,40.0,210,3.8904109589041096,10.0,20.0
536,2018-08-19,3476.5,5241.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,10090.0,40.0,215,3.986301369863013,10.0,20.0
537,2018-08-26,3487.0,5252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,10090.0,40.0,220,4.082191780821917,10.0,20.0
538,2018-09-02,3497.0,5262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,10090.0,40.0,225,4.178082191780822,10.0,20.0
539,2018-09-09,3504.5,5269.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,10090.0,45.0,230,4.273972602739726,10.0,20.0
540,2018-09-16,2520.0,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,8072.0,36.0,235,4.36986301369863,10.0,20.0
541,2018-09-23,3518.5,5283.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,10090.0,45.0,240,4.465753424657534,10.0,20.0
542,2018-09-30,3531.5,5296.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,10090.0,45.0,245,4.561643835616438,10.0,20.0
543,2018-10-07,3542.0,5307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,10090.0,50.0,250,4.657534246575342,10.0,20.0
544,2018-10-14,3553.0,5318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,10090.0,50.0,255,4.7534246575342465,10.0,20.0
545,2018-10-21,3565.5,5330.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,10090.0,50.0,260,4.8493150684931505,10.0,20.0
546,2018-10-28,3577.0,5342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,10090.0,50.0,265,4.945205479452055,10.0,20.0
547,2018-11-04,112.0,148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,2018.0,11.0,5,0.0410958904109589,15.0,5.0
548,2018-11-11,3473.0,5202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,8072.0,44.0,10,0.136986301369863,15.0,5.0
549,2018-11-18,2571.0,3809.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,6054.0,33.0,15,0.23287671232876714,15.0,5.0
550,2018-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,20,0.3287671232876712,15.0,5.0
551,2018-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,25,0.4246575342465753,15.0,5.0
552,2018-12-09,3593.0,5358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,10090.0,60.0,30,0.5205479452054794,15.0,5.0
