Observation ID,Date,Time,Troop,Observers,Location,Latitude,Longitude,Rain Type,Temperature,Cloud Cover,Wind,Den Type,Land Use,Wilderness,Park Habitat,Count,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant stage,Identifiable Individuals,Number sick,Confidence,Sick/Complete count (Y/N),Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Group extinction,Mix,Split,#Dispersal M,#Disperse F,Troop Name,See troop notes,AM/PM,Time up,Not seen,Comments
WDL230718,23-Jul-18,17:45,WDL,"LS, AN",Culvert in front of resident's house one block west of corner of Sedudu Rd and Plateau Rd.,-17.80878,25.15576,No Rain,,5,No,Culvert,Residential,Buildings,,12,Yes,,,,,,"BM54218, BM41717",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Both RC seen
CSL240718,24-Jul-18,9:10,CSL,"LS, SD",In compost pile next to vegtable garden at CSL,-17.80662,25.1466,No Rain,,0,Slight,"Rock wall, Slash pile, Tree under foot bridge",Lodge,Buildings,,28,No,,4,,,,"BM48217, BM50618",0,High,NA,NA,NA,0,NA,No,1,,,,,,,,,,,,,"RC seen. Left rib + left hip. Ad. w/ right top unknown bottom yellow, and left yellow"
KWA240718,24-Jul-18,11:30,KWA,"LS, SD",Next to campsite ablution at KWA,-17.79869,25.218,No Rain,,0,Very,Hole in ground,Lodge,Buildings,,9,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Others could be in den.
PAN240718,24-Jul-18,17:30,PAN,"LS, RH",Denning under workshop building and shipping container in staff lot at Pangolin,-17.81066,25.15479,No Rain,,0,Slight,Building,Lodge,Buildings,,9,No,,1,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most in den
CSL240718,24-Jul-18,18:00,CSL,"LS, RH",Sewer o the corner of Airport Rd and President Ave. ,-17.8057,25.14816,No Rain,,0,Slight,Sewer,Urban,Buildings,,5,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most in den
CSL250718,25-Jul-18,7:50,CSL,LS,On the corner of President Ave and Airport Rd in front of CSL sign,-17.80555,25.14803,No Rain,,,Slight,Sewer,Urban,Buildings,,28,No,,3,,,,,0,High,NA,NA,NA,1,NA,Yes,8,,,,,,,,,,,,,Ad w/ no weight bearing limp left back foot. RC seen. Ad w/ right grey and yellow and left green (Old looking tags but can see colors) 
MOW250718,25-Jul-18,10:50,MOW,LS,Mowana parking lot and ran into den under desk of reception ,-17.78311,25.159,No Rain,,5,Very,Deck,Lodge,Buildings,,30,No,,2,1,,,"BM53518, BM53318, BM53418, BM45417",1,High,Y,2,Ad. w/ open face wound on left under eye and slightly swollen nose ,1,NA,No,,,,,,,,,,,,,,"Ad. w/ right purple/orange and left red. RC seen with right purple/orange and left grey? Ad. w/ band around neck, looks like transmitter fell off.  Ad. w/ right purple/orange and left purple/orange.  Ad. w/ right yellow and no left.  Left ear injury and face scars on left side. Ad. w/ open face woud under left eye and slightly swollen nose.  Ad. w/ right purple/orange nad left orange.  "
TBE250718,25-Jul-18,4:45,TBE,LS,Woodpile next to staff parking at TBE,-17.78604,25.18114,No Rain,,0,Slight,Scrap Heap,Lodge,Buildings,,1,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most in den
CCH260718,26-Jul-18,12:15,CCH,"LS, RH",Southeast of CCH in the bush,-17.833047,25.147453,No Rain,,0,Slight,,Undeveloped,Slightly Degraded ,Shrubland Thicket ,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen in bush, very faint frequency."
WDL260718,26-Jul-18,14:49,WDL,"LS, RH",Resident propery off of Plateau Rd. 2 blocks northeast of Pangolin,-17.81019,25.15599,No Rain,,0,Slight,Shipping Container,Residential,Building,,9,No,,1,,,,BM54218 ,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen. Dead mongoose found in den (very old)
PAN260718,26-Jul-18,15:10,PAN,"LS, RH",In the bush across from Travel Lodge southwest of CCH road,-17.81385,25.1529,No Rain,,0,Slight,,Undeveloped,Slightly Degraded ,Shrubland Thicket ,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,Unseen in bush
ODH260718,26-Jul-18,16:00,ODH,"LS, RH",Down the hill and to the right of student village behind Ministry of Transport,-17.80191,25.15109,No Rain,,0,Slight,,Residential,Buildings,,17,No,,,,,,BM51318,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen with no ear tags. 2nd RC seen no tags
KUBU270718,27-Jul-18,9:35,KUBU,"LS, CD",Parking lot in front of KUBU reception,-17.79603,25.22778,No Rain,,0,No,,Lodge,Cultivated (lawn),,32,No,,1,,,,"BM51018, BM38016",0,High,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,"Right orange ear tag, left grey? Juv. w/ liping back foot.  RC seen"
KWA270718,27-Jul-18,10:14,KWA,"LS, CD",In between reception and dining building at Kwalape,-17.7979,25.21756,No Rain,,0,No,,Lodge,Buildings,,14,No,,3,,,,"BM40317, BM49518, BM49418",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,RC seen w/ no right and left grey.  RC seen with no ear tags. RC seen with no right and left pink ear tag.
TBE270718,27-Jul-18,10:45,TBE,"LS, CD",Bush behind Savanh Pub,-17.785,25.1715,No Rain,,0,Slight,,Undeveloped,Slightly Degraded ,Shrubland Thicket ,3,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Most of troop unseen and in bush
CSL270718,27-Jul-18,16:45,CSL,LS,Under footbridge between CSL dining and staff dining ,-17.80617,25.14606,No Rain,,0,No,Rocks,Lodge,Buildings,,8,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging and denning. RC seen. Most of troop in den. 
MOW270718,27-Jul-18,17:07,MOW,LS,Woodpile next to trash at Mowana,-17.78248,25.15954,No Rain,,0,No,Scrap Heap,Lodge,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den but heard"
ODH270718,27-Jul-18,17:48,ODH,LS,Shipping container behind New Hope Clinic,-17.792273,25.155928,No Rain,,0,No,Shipping Container,Urban,Buildings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den"
PLAT300718,30-Jul-18,9:12,PLAT,"LS, RH",In resident´s yard on Thephe Crescent,-17.79994,25.1576,No Rain,,0,No,and shed,Residential,Buildings,,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
WDL300718,30-Jul-18,10:00,WDL,"LS, RH",Residence yard on Phuti Crescent rd. off of Plateau rd,-17.80655,25.15988,No Rain,,0,No,,Residential,Buildings,,13,ND,,,,,,,0,ND,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,
CSL300718,30-Jul-18,11:19,CSL,"LS, RH",White building on police station property,-17.80437,25.14916,No Rain,,0,No,,Urban,Building,,10,ND,,,,,,,ND,NA,NA,NA,NA,ND,NA,,,,,,,,,,,,,,,
CCH300718,30-Jul-18,20:20,CCH,"LS, RH",Staff parking next to trash area CCH,-17.82717,25.13821,No Rain,,0,No,Building,Lodge,Buildings,,13,ND,,,,,,,1,High,ND,5,"SA severly emaciated, misshaped right eye, nose discharge. Severly swollen pig nose, possible old face scar, act letargic",0,NA,No,,,,,,,,,,,,,,Denning next to trash bin next to water tanks.
CSL310718,31-Jul-18,9:00,CSL,"LS, SD",Resident homes front of student village,-17.00476,25.14969,No Rain,,0,No,,Residential,Buildings,,28,ND,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,
MOW310718,31-Jul-18,9:30,MOW,"LS, SD",MOW Golf course,-17.7879,25.15956,No Rain,,0,No,,Lodge,Cultivated (lawn),,38,ND,,,,,,,1,High,Y,3,"BM53118 laying behind troop, acting distant, no evident injury. Not forraging, letargic. Trying to rejoin troop, others chasing off. walking close to humans.",0,NA,No,,,,,,,,,,,,,,Found dead AD male RC at -17.78255 and 25.15971. Staff found it in woodplie den when removed wood.
ODH310718,31-Jul-18,10:30,ODH,"LS, SD",MOW guest house,-17.80175,25.14883,No Rain,,0,No,,Lodge,Buildings,,14,ND,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,
UNK310718,31-Jul-18,18:00,UNK,LS,Inside parking lot of Sefelana and ran into Haskins,-17.70458,25.17478,No Rain,,0,No,,Urban,Buildlings,,23,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,"On the move. No frequency, no RC's seen, no tags seen. "
TBE310718,31-Jul-18,18:24,TBE,"LS, RK",Under red shipping container in between Puma gas station and Thebe,-17.78718,25.18256,No Rain,,0,No,Shipping container,Urban,Buildlings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Denning. Troop unseen, in den."
KWA310718,31-Jul-18,19:00,KWA,"LS, RK",South of KWA parking lot in direction in direction of scrap heap den ,-17.79753,25.21708,No Rain,,0,No,,Lodge,Buildlings,,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Denning. Troop unseen, in den."
KUBU310718,31-Jul-18,18:50,KUBU,"LS, RK",In chicken wire/scrap heap pile next to laundry room at KUBU,-17.79658,25.22701,No Rain,,0,No,Scrap Heap,Lodge,Buildings,,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,
UNK010818,1-Aug-18,8:30,UNK,"LS, RK",In the back of Haskins,-17.78463,25.1757,No Rain,,0,No,Cement path,Urban,Buildlings,,2,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Most of troop unseen, in den. Denning under concrete slab in the back of Haskins.Entrance to den is outside fence of Haskins on eastern side of buidling."
CCH010818,1-Aug-18,9:20,CCH,"LS, RK",In the bush southeast from coordinates,-17.82804,25.13992,No Rain,,0,No,,Undeveloped,Pristine,Shrubland thicket and teak woodland,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
FOR011018,1-Aug-18,10:20,FOR,"LS, RK",Resident's yard between Kasane Reservoir Facility and dirt road that leads to CARACAL from Plateau ,-17.8018,25.15539,No Rain,,0,Slight,,Residential,Buildlings,,6,No,,,,,,"BM44717, BM32116",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,On the move. RC seen with right red/blue. RC seen with no tags. Indiv with left yellow.
PAN010818,1-Aug-18,17:56,PAN,"LS, AN",Resident's yard off of Plateau Rd across from Jesus Christ Church,-17.80898,25.15776,No Rain,,0,No,Scrap Heap,Residential,Buildlings,,6,No,,,,,,,0,High,NA,NA,NA,0,NA,Yes,2,,,,,,,,,,,,,Denning. Ad with quarter of tail missing. 
PLAT010818,1-Aug-18,18:20,PLAT,"LS, AN",Resident's yard off of Sedudu Rd and one block from Kasane Resevoir Facility ,-17.80021,25.15753,No Rain,,0,No,Scrap Heap,Residential,Buildlings,,"Not seen, in den",,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
WDL010818,1-Aug-18,18:30,WDL,"LS, AN",Culvert under the CARACAL dirt road in front of Craft Center,-17.80955,25.15271,No Rain,,0,No,Culvert,Urban,Heavily degraded,,"Not seen, in den",,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
PAN020818,2-Aug-18,9:20,PAN,LS,Resident yard across the street from Jesus Christ Church off of Plateau Rd,-17.80894,25.15805,No Rain,,0,Slight,,Residential,Buildlings,,Not seen,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,8,,,,,,,,,,,,,"Troop unseen, feces collection only."
CSL020818,2-Aug-18,9:50,CSL,LS,Running across the street from Dept of Labor to Police Station ,-17.803447,25.14889,No Rain,,0,Slight,,Urban,Buildlings,,12,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,On the move.
TBE020818,2-Aug-18,11:20,TBE,LS,Lawn in front of District of Suppiles building across from Sefelana,-17.78493,25.17392,No Rain,,0,No,,Urban,Buildlings,Gardens/lawn,21,No,,1,,,,"BM52418, BM52318",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging. 
KUBU020818,2-Aug-18,11:47,KUBU,LS,Resident's yard to the right of Bakwena Lodge,-17.79559,25.23579,No Rain,,0,Slight,Scrap Heap,Residential,Buildlings,,16,No,,2,,,,BM35716,0,High,NA,NA,NA,1,NA,No,,,,,,,,,,,,,,Denning and foraging. 
KWA020818,2-Aug-18,13:20,KWA,LS,In the bush in between Kwalape and Kazungula Kgotla,-17.79832,25.21986,No Rain,,0,No,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
WDL030818,3-Aug-18,9:40,WDL,LS,Culvert under the CARACAL dirt road in front of Craft Center,-17.80945,25.15271,No Rain,,0,No,Culvert,Undeveloped,Heavily degraded,Shrubland thicket,8,No,,,,,,"BM54218, BM53918, BM54218",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Coming out of den. Den has 3 entry points. 
FOR031018,3-Aug-18,10:40,FOR,LS,Residential apartment complex between Kasane Reservoir and dirt road that leads to CARACAL from Platuea,-17.80105,25.15543,No Rain,,0,No,Building,Residential,Buildlings,,8,Yes,,,,,,"BM40117, BM44717",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,On the move.
PLAT030818,3-Aug-18,11:19,PLAT,LS,Scrap heap in the back of Kasane Reservoir Facility ,-17.80121,25.15787,No Rain,,0,No,Scrap Heap,Urban,Buildlings,,8,No,,,,,,"BM53618, BM45917",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Denning.
KUBU060818,6-Aug-18,9:40,KUBU,LS,On top of the back wall of Sekama Guest House across from Bakwena lodge,-17.79597,25.23553,No Rain,,0,No,Scrap Heap,Lodge,Buildlings,,23,No,,,,,,BM35716,0,High,NA,NA,NA,0,NA,Yes,14,,,,,,,,,,,,,Sunbathing.
KWA060818,6-Aug-18,10:15,KWA,LS,"In the bush between Kwalape and Kazungula Kgotla, southwest of coordinates",-17.79982,25.22278,No Rain,,0,No,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
TBE060818,6-Aug-18,10:30,TBE,LS,Construction site at Thebe,-17.785684,25.181083,No Rain,,0,No,Shipping container,Lodge,Buildlings,,17,No,,,,,,BM52318,1,High,Y,2,Right light blue/dark blue and left yellow with slightly swollen nose and looks scruffy,0,NA,Yes,12,,,,,,,,,,,,,Coming out of den. On the move. 
MOW060818,6-Aug-18,18:12,MOW,LS,Shipping container next to playground at Mowana,-17.78389,25.15907,No Rain,,0,No,Shipping container,Lodge,Buildlings,,"Not seen, in den",,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
ODH060818,6-Aug-18,18:20,ODH,LS,Inside Ministry of Transportation,-17.80172,25.15056,No Rain,,0,No,,Urban,Buildlings,,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
CSL060818,6-Aug-18,18:40,CSL,LS,Sewer under the road at the corner of President Ave and Airport Rd,-17.80551,25.14763,No Rain,,0,No,French drain ,Urban,Buildlings,,"Not seen, in den",,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
WDL070818,7-Aug-18,12:19,WDL,"LS, RH",Resident's yard on Letimoga Rd off of Plateau Rd,-17.80462,25.15847,No Rain,,0,No,Scrap Heap,Residential,Buildlings,,7,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Ran into den. RC seen. 
FOR070818,7-Aug-18,13:20,FOR,LS,Resident's yard on the corner across the street of the dirt road that leads to CARACAL from Plateau ,-17.80282,25.15554,No Rain,,0,No,Cement path,Residential,Buildlings,,"Not seen, in den",,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. Den is under cement path surrounding a house. Den has 3 entry points."
PLAT070818,7-Aug-18,13:50,PLAT,LS,Resident's yard on Thutwa Rd off of Plateau Rd,-17.8036,25.16109,No Rain,,0,Slight,Shed and shipping container,Residential,Buildlings,,12,No,,2,,,,"BM45917, BM5318, BM53718",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging and ran into den. Both RC seen. No PLAT1 frequency heard only PLAT2. Juv with 2 right green and left blue. Juv with 2 right green and left red. 
CCH070818,7-Aug-18,14:55,CCH,LS,Front lawn of CCH in front of guest houses,-17.82748,25.13732,No Rain,,0,No,,Lodge,Cultivated (lawn),Gardens/lawn,23,Yes,,1,,,,"BM51718, BM51618",2,High,N,"1,2",Individual with swollen nose. RC with right red/orange seen with pig nose. ,1,NA,No,,,,,,,,,,,,,,Foraging. SA with right red/orange and missing left tag. Juv with right red/orange tags seen with right front limping foot. RC with right red/orange seen with pig nose.  
PAN070818,7-Aug-18,15:27,PAN,LS,"In the bush between CARACAL and Travelodge, east of coordinates",-17.81166,25.1522,No Rain,,0,No,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen but strong signal,,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
MOW080818,8-Aug-18,8:30,MOW,LS,Shipping container next to playground at Mowana,-17.78398,25.15914,No Rain,,0,No,Shipping container,Lodge,Buildlings,,32,No,,2,,,,"BM33616, BM4117, BM53518, BM36816, BM53318, BM53418, BM45417",4,High,Y,"1,3",Ad with swollen nose. Individual with open face wounds and pig nose.RC seen lagging behind troop and has possible back wound. Indiv with open face wounds.,0,NA,Yes,16,,,,,,,,,,,,,"Coming of out den, foraging, sunbathing, and grooming. 2 RC seen, one with no tags which was lagging behind troop and one with right red/orange tags."
ODH080818,8-Aug-18,9:20,ODH,LS,"Bush behind Old House and next to Chobe River, southwest of coordinates",-17.79105,25.15593,No Rain,,0,No,,Undeveloped,Heavily degraded,Degraded riparian forest,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
CSL080818,8-Aug-18,11:00,CSL,LS,Boat launch next to campsites at CSL,-17.80821,25.14513,No Rain,,0,No,,Lodge,Cultivated (lawn)/heavily degraded,Degraded riparian forest,19,No,,1,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Foraging. RC seen.
KUBU080818,8-Aug-18,18:30,KUBU,LS,"Bush between Kubu and croc farm, north of coordinates",-17.7974,25.22943,No Rain,,0,No,,Undeveloped,Heavily degraded,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
KWA080818,8-Aug-18,18:45,KWA,LS,"Bush between Kubu Rd and KWA lodge, south of coordinates",-17.7999,25.22408,No Rain,,0,No,,Undeveloped,Slightly Degraded ,Shrubland thicket,Not seen but strong signal,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
CCH090818,9-Aug-18,12:30,CCH,LS,Water tanks next to trash area at CCH,-17.82765,25.13813,No Rain,,0,Slight,Cement path,Lodge,Buildlings,,14,No,,,,,,,2,High,Y,"1,5",Ad with swollen nose. Ad with pig nose and severely skinny. ,0,NA,No,,,,,,,,,,,,,,Denning. RC seen. Indiv with right red/orange and missing left.
PAN090818,9-Aug-18,13:15,PAN,LS,Resident's yard on the corner of Tholo Rd and Plateau Rd,-17.81128,25.15659,No Rain,,0,Very,,Residential,Buildlings,,12,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Foraging and on the move.
FOR100818,10-Aug-18,7:35,FOR,LS,Resident's yard on the corner across the street of the dirt road that leads to CARACAL from Plateau ,-17.80284,25.15564,No Rain,,0,Slight,Cement path,Residential,Buildlings,,"Not seen, in den",No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
PLAT100818,10-Aug-18,7:45,PLAT,LS,Inside Kasane Reservoir Facility ,-17.80124,25.15791,No Rain,,0,No,Scrap Heap,Urban,Buildlings,,5,No,,,,,,"BM53618, BM45917, BM43017, BM53818",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Troop denning at 7:45 then returned to denning site at 9:30.
WDL100818,10-Aug-18,8:00,WDL,LS,Resident's yard on Phuti Cre off of Plateau Rd,-17.80655,25.16001,No Rain,,0,No,Building material,Residential,Buildlings,,"Not seen, in den",No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,5,,,,,,,,,,,,,"Troop unseen, in den. Came back for feces collection."
KWA100818,10-Aug-18,8:30,KWA,LS,"Bush between KWA lodge and Kazungula Kgotla, southwest of coordinates",-17.80018,25.22088,No Rain,,0,Slight,,Undeveloped,Heavily degraded,Shrubland thicket,Not seen,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in bush. "
KUBU100818,10-Aug-18,8:50,KUBU,LS,Staff kitchen area at KUBU lodge,-17.7958,25.22769,No Rain,,0,No,,Lodge,Buildlings,,26,No,,,,,,"BM51018, BM35716",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging. RC seen with no tags. 
TBE100818,10-Aug-18,9:15,TBE,LS,In front of Sefelana entrance ,-17.78477,25.17431,No Rain,,0,Slight,,Urban,Buildlings,,16,No,,7,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging. RC seen with no tags. 
FOR100818,10-Aug-18,10:00,FOR,LS,Resident's yard 50 meters south of Kasane Reservoir Facility,-17.8023,25.15637,No Rain,,0,Slight,,Residential,Buildlings,,7,Yes,,,,,,"BM44717, BM55418",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Foraging. 2 RC's seen, one with no tags and one with right red/blue tags. "
CSL100818,10-Aug-18,18:20,CSL,LS,Sewer under the road at the corner of President Ave and Airport Rd,-17.80557,25.14756,No Rain,,0,No,French drain ,Urban,Buildlings,,"Not seen, in den",No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
ODH100818,10-Aug-18,18:30,ODH,LS,Inside Ministry of Transportation,-17.80192,25.15041,No Rain,,0,No,Building material and shipping container,Urban,Buildlings,,4,No,,,,,,,0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,"Toop denning, most unseen. 2 dens being used both inside Ministry of Transport."
MOW100818,10-Aug-18,18:45,MOW,LS,Shipping container next to playground at Mowana,-17.78377,25.15911,No Rain,,0,No,Shipping container,Lodge,Buildlings,,"Not seen, in den",No,,,,,,,NA,NA,NA,NA,NA,NA,NA,No,,,,,,,,,,,,,,"Troop unseen, in den. "
ODH110818,11-Aug-18,8:10,ODH,LS,Resident's yard across the street from police station on Phala Way,-17.803021,25.149569,No Rain,,0,Very,,Urban,Buildlings,,15,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,Yes,17,,,,,,,,,,,,,"Foraging. Feces collected at denning site inside Ministry of Transport at -17.80192, 25.15041)"
CSL110818,11-Aug-18,8:45,CSL,LS,Car park and road between CSL and Chobe Bush Lodge,-17.80655,25.14718,No Rain,,0,Very,,Lodge,Buildlings,,20,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,,,,,,,,,Foraging and sunbathing.
UNK110818,11-Aug-18,9:00,UNK,LS,Corner of President Ave and Airport Rd,-17.805659,25.14718,No Rain,,0,Very,,Urban,Buildlings,,13,Yes,,,,,,,ND,NA,NA,NA,NA,ND,NA,No,,,,,,1,,,ODH?,,,,,On the move and scent marking along the way. Moving in direction of CSL troop. Possible split off from ODH troop? No ear tags and no RC. 
FOR110818,11-Aug-18,10:22,FOR,LS,Resident's yard on the corner across the street of the dirt road that leads to CARACAL from Plateau ,-17.80284,25.15564,No Rain,,0,Very,Cement path,Residential,Buildlings,,Not seen,No,,,,,,,NA,NA,NA,NA,NA,NA,NA,Yes,3,,,,,,,,,,,,,"Troop unseen, feces collection only."
CSL120818,12-Aug-18,8:10,CSL,LS,Under road signs next to Choppies trash area. ,-17.80526,25.14757,No Rain,,0,Very,,Urban,Buildlings,,12,No,,,,,,,ND,NA,NA,NA,NA,ND,NA,Yes,18,,,,,,,,,,,,,Coming out of den.
UNK120818,12-Aug-18,8:15,UNK,LS,Resident's yard across the street from police station on Phala Way,-17.803021,25.149569,No Rain,,0,Very,,Urban,Buildlings,,13,Yes,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Possible split off from ODH troop which was seen in same spot the day before (11-Aug-18). No tags or RC seen but ODH frequency heard nearby. 
PLAT120818,12-Aug-18,8:30,PLAT,LS,Resident's yard on Tshephe Cre across from Kasane Reservoir Facility,-17.801098,25.158099,No Rain,,0,Very,,Residential,Buildlings,,4,No,,,,,,,0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,On the move. RC seen.
CCH120818,12-Aug-18,9:15,CCH,LS,Water tanks next to trash area at CCH,-17.827767,25.13817,No Rain,,0,Very,,Lodge,Buildlings,,20,No,,4,,,,BM51718,0,Low,NA,NA,NA,1,NA,Yes,7,,,,,,,,,,,,,Foraging and sunbathing.
PLAT130818,13-Aug-18,7:45,PLAT,LS,Resident's yard on Tshephe Cre off of Sedudu Rd,-17.80013,25.15755,No Rain,,0,Slight,Scrap Heap,Residential,Buildings,,5,No,,,,,,"BM45917, BM44517",0,High,NA,NA,NA,0,NA,Yes,10,,,,,,,,,,,,,"Denning. Frequency 149.3890 heard but not 148.7390. Black RC seen with nog tags. Indiv with right yellow and left red tags seen, was once with SEF now with PLAT."
WDL130818,13-Aug-18,9:10,WDL,LS,Iswiza Travel Agency on the road that leads from Airport to Kazungula,-17.80531,25.16189,No Rain,,0,Very,,Residential,Buildings,,9,Yes,,,,,,"BM41917, BM53918",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,On the move and foraging. RC seen with left and right tags (colors hard to see). Indiv with 2 right pink and left yellow tags seen.
FOR130818,13-Aug-18,9:33,FOR,LS,In the bush next to the soccer field on the dirt road that leads to CARACAL from Plateau ,-17.8029,25.15444,No Rain,,0,Slight,,Undeveloped,Heavily degraded,,7,Yes,,,,,,"BM44717, BM55418, BM55518",0,High,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging. Both RC's seen. One RC with right red/blue tags. Indiv with right red/blue and left yellow. Indiv with right red/blue and left sky blue. 
PAN130818,13-Aug-18,17:36,PAN,LS,Resident's yard across from Pangolin ,-17.81123,25.15488,No Rain,,0,No,,Residential,Buildings,,8,No,,1,,,,"BM54818, BM5518",0,Low,NA,NA,NA,0,NA,No,,,,,,,,,,,,,,Foraging and moving in direction of denning site. Indiv with right green/purple and left yellow tags. Indiv with right green/purple and left double pink. 
