,Date,Troop,Latitude,Longitude,Count,Complete Count?
1869,2017-06-13,WDL,-17.81224,25.15525,11.0,
1870,2017-06-14,WDL,-17.81321,25.15542,21.0,No
1871,2017-06-20,WDL,-17.81376,25.15396,17.0,No
1872,2017-06-21,WDL,-17.81302,25.15546,19.0,Yes
1873,2017-06-23,WDL,-17.81403,25.15459,16.0,Yes
1874,2017-06-29,WDL,-17.81333,25.154038,13.0,Yes
1875,2017-07-13,WDL,-17.81309,25.15577,15.0,Yes
1876,2017-07-30,WDL,-17.813389,25.155032,13.0,Yes
1877,2017-08-28,WDL,-17.81565,25.1538,17.0,Yes
1878,2017-09-11,WDL,-17.81343,25.15524,12.0,No
1879,2017-09-14,WDL,-17.80882,25.15635,12.0,Yes
1880,2017-09-22,WDL,-17.810266,25.159262,5.0,No
1881,2017-09-25,WDL,-17.809103,25.156564,17.0,
1882,2017-09-27,WDL,-17.80885,25.15635,8.0,No
1883,2017-10-03,WDL,-17.812753,25.154741,17.0,No
1884,2017-10-18,WDL,-17.80922,25.15539,17.0,Yes
1885,2017-11-14,WDL,-17.80812,25.15493,9.0,No
1886,2017-11-15,WDL,-17.80819,25.1549,8.0,No
1887,2017-11-17,WDL,-17.80902,25.15641,8.0,No
1888,2017-11-21,WDL,-17.80906,25.15629,9.0,No
1889,2017-11-24,WDL,-17.80975,25.1576,15.0,No
1890,2017-12-04,WDL,-17.80866,25.15454,7.0,No
1891,2017-12-07,WDL,-17.80963,25.15423,6.0,No
1892,2017-12-08,WDL,-17.81039,25.15388,24.0,No
1893,2017-12-11,WDL,-17.8109,25.15684,16.0,No
1894,2017-12-13,WDL,-17.81326,25.15316,6.0,No
1895,2017-12-21,WDL,-17.813039,25.156235,13.0,No
1896,2017-12-22,WDL,-17.811752,25.154834,14.0,No
1897,2017-12-26,WDL,-17.807677 ,25.154765,3.0,No
1898,2017-12-26,WDL,-17.81034,25.15466,11.0,No
1899,2018-01-02,WDL,-17.81021,25.15923,12.0,No
1900,2018-01-06,WDL,-17.813346,25.15338,23.0,Yes
1901,2018-01-08,WDL,-17.813545,25.153308,9.0,No
1902,2018-01-09,WDL,-17.814395,25.154665,22.0,Yes
1903,2018-01-11,WDL,-17.81002,25.15477,25.0,No
1904,2018-01-17,WDL,-17.813315,25.156063,7.0,No
1905,2018-01-18,WDL,-17.805848,25.160505,19.0,No
1906,2018-02-02,WDL,-17.810713,25.156921,25.0,No
1907,2018-02-09,WDL,-17.810557,25.155813,8.0,No
1908,2018-02-14,WDL,-17.81108,25.15462,2.0,No
1909,2018-02-15,WDL,-17.80882,25.15706,18.0,No
1910,2018-02-21,WDL,-17.81092,25.15694,19.0,Yes
1911,2018-02-22,WDL,-17.81069,25.15575,6.0,No
1912,2018-03-05,WDL,-1780742,25.15562,6.0,No
1913,2018-03-09,WDL,-17.81056,25.15737,13.0,No
1914,2018-03-21,WDL,-17.80817,25.1532,9.0,No
1915,2018-03-31,WDL,-17.811158,25.154847,16.0,No
1927,2017-01-09,WPLAT,17.79661,25.155951,4.0,No
1928,2017-01-13,WPLAT,17.796729,25.155711,4.0,
1929,2017-04-03,WPLAT,-17.79501,25.15924,5.0,No
1930,2017-04-10,WPLAT,-17.7904,25.16255,14.0,-
1931,2017-05-06,WPLAT,-17.79708,25.15765,10.0,No
1932,2017-05-08,WPLAT,-17.79293,25.16175,9.0,No
1933,2017-05-15,WPLAT,-17.79115,25.79115,4.0,Yes
1934,2017-06-09,WPLAT,-17.79719,25.15772,11.0,No
1935,2017-09-22,WPLAT,-17.793544,25.157825,2.0,No
