,Date,Troop,Latitude,Longitude,Count,Complete Count?
22,2013-09-05,CCH,,,19.0,
23,2013-09-12,CCH,-17.82746,25.13761,18.0,
24,2013-09-25,CCH,-17.8274,25.13817,15.0,
25,2013-10-01,CCH,-17.79475,25.15429,21.0,
26,2013-10-02,CCH,-17.82833,25.13828,18.0,
27,2013-10-10,CCH,-17.82761,25.13788,5.0,
28,2013-10-17,CCH,-17.82761,25.13788,5.0,
29,2013-10-22,CCH,-17.82794,25.13705,4.0,
30,2013-10-31,CCH,-17.82794,25.13705,4.0,
31,2013-11-21,CCH,-17.83082,25.14933,16.0,
32,2013-11-28,CCH,-17.83082,25.14933,16.0,
33,2013-11-29,CCH,-17.82805,25.13716,4.0,
34,2013-12-04,CCH,-17.82805,25.13716,4.0,
35,2013-12-05,CCH,-17.82787,25.1375,9.0,
36,2013-12-12,CCH,-17.82736,25.13829,14.0,
37,2013-12-12,CCH,-17.82787,25.1375,9.0,
38,2013-12-17,CCH,-17.82635,25.13841,12.0,
39,2014-01-10,CCH,-17.82736,25.13829,14.0,
40,2014-01-14,CCH,-17.82635,25.13841,12.0,
41,2014-01-16,CCH,-17.79475,25.15429,21.0,
42,2014-02-02,CCH,-17.82777,25.13877,11.0,
43,2014-02-03,CCH,-17.82777,25.13877,11.0,
44,2014-02-20,CCH,-17.82661,25.13939,13.0,
45,2014-02-27,CCH,-17.82777,25.13877,11.0,
46,2014-02-28,CCH,-17.82661,25.13939,13.0,
57,2015-10-30,CCH,-17.8277323,25.1380786,10.0,
58,2015-11-21,CCH,,,13.0,
59,2015-12-30,CCH,-17.8277323,25.1380786,2.0,
60,2016-01-12,CCH,17.82628,25.13815,7.0,No
61,2016-01-13,CCH,17.82628,25.13815,7.0,No
62,2016-01-15,CCH,17.82628,25.13815,12.0,No
63,2016-01-18,CCH,17.82628,25.13815,8.0,
64,2016-01-21,CCH,17.8289,25.13665,8.0,
65,2016-01-29,CCH,-,-,1.0,
66,2016-02-01,CCH,-,-,1.0,
67,2016-03-17,CCH,17.82765,25.13747,19.0,No
68,2016-03-18,CCH,17.82765,25.13747,2.0,No
69,2016-03-19,CCH,17.82765,25.13747,2.0,No
70,2016-04-15,CCH,17.82656,25.13838,38.0,No
71,2016-04-27,CCH,17.82784,25.13783,33.0,
72,2016-05-04,CCH,17.80206,25.14918,22.0,No
73,2016-06-16,CCH,17.80206,25.14918,13.0,No
74,2016-06-20,CCH,17.80206,25.14918,20.0,No
75,2016-06-24,CCH,-,-,20.0,No
76,2016-07-07,CCH,17.79494,25.21364,19.0,No
77,2016-07-22,CCH,17.80817,25.153,4.0,No
78,2016-08-01,CCH,17.82737,25.13812,13.0,No
79,2016-09-06,CCH,17.79572,25.15422,24.0,No
80,2016-09-15,CCH,17.82737,25.13812,24.0,
81,2016-10-12,CCH,17.8263,25.13799,24.0,No
82,2016-10-14,CCH,17.8263,25.13799,26.0,No
83,2016-10-20,CCH,17.827898,25.136796,25.0,No
84,2016-12-19,CCH,17.82645,25.134429,6.0,
85,2017-01-20,CCH,17.82789,25.13895,5.0,
86,2017-01-26,CCH,17.827612,25.137903,3.0,No
87,2017-01-27,CCH,17.827612,25.137903,17.0,No
88,2017-02-02,CCH,17.827612,25.137988,20.0,No
89,2017-02-07,CCH,17.827612,25.137903,20.0,No
90,2017-02-17,CCH,17.8274,25.13809,10.0,No
91,2017-02-21,CCH,17.8274,25.13809,20.0,
92,2017-02-27,CCH,17.82718,25.13829,18.0,
93,2017-03-13,CCH,-17.82782,25.13804,17.0,
94,2017-04-13,CCH,-17.82927,25.13676,35.0,30
95,2017-05-05,CCH,-17.82771,25.13744,29.0,Yes
96,2017-05-10,CCH,-17.82755,25.13807,27.0,No
97,2017-05-11,CCH,-17.82758,25.13817,24.0,Yes
98,2017-06-08,CCH,-17.82847,25.13948,46.0,Yes
99,2017-06-15,CCH,-1782016,25.1382,12.0,No
100,2017-06-21,CCH,-17.82625,25.13834,48.0,No
101,2017-07-13,CCH,-17.8277,25.13804,20.0,No
102,2017-07-30,CCH,-17.82842,25.13982,1.0,No
103,2017-08-06,CCH,-17.82744,25.13749,54.0,Yes
104,2017-09-07,CCH,-17.82757,25.13818,32.0,No
105,2017-09-14,CCH,-17.82753,25.13.915,24.0,No
106,2017-09-28,CCH,-17.82762,25.13812,22.0,No
107,2017-10-13,CCH,-17.828113,25.136941,26.0,Yes
108,2017-11-20,CCH,-17.82781,25.13809,14.0,No
109,2017-11-29,CCH,-17.82885,25.13878,24.0,No
142,2012-04-11,CGL,,,30.0,
143,2012-05-04,CGL,,,40.0,
144,2012-06-13,CGL,,,37.0,
145,2012-07-11,CGL,,,33.0,
146,2012-07-26,CGL,,,32.0,
147,2012-08-23,CGL,,,36.0,
148,2012-09-06,CGL,,,24.0,No
149,2012-09-14,CGL,,,20.0,No
150,2012-10-19,CGL,,,35.0,
151,2012-11-06,CGL,,,0.0,
152,2012-11-19,CGL,,,22.0,
153,2012-11-28,CGL,,,19.0,
161,2013-09-05,CGL,-17.84224,25.07551,20.0,
162,2013-09-09,CGL,-17.84224,25.07551,20.0,
163,2013-09-12,CGL,-17.84113,25.07636,37.0,No
164,2013-09-18,CGL,-17.84113,25.07636,37.0,
165,2013-09-19,CGL,,,9.0,
166,2013-09-25,CGL,,,9.0,
167,2013-10-03,CGL,-17.84139,25.07655,34.0,
168,2013-10-10,CGL,-17.84042,25.0762,29.0,
169,2013-10-17,CGL,-17.84096,25.07728,32.0,
170,2013-10-18,CGL,-17.84042,25.0762,29.0,
171,2013-10-24,CGL,-17.84169,25.07614,20.0,
172,2013-10-31,CGL,-17.6427,25.08048,20.0,
173,2013-11-04,CGL,-17.84169,25.07614,20.0,
174,2013-11-15,CGL,-17.84145,25.07612,11.0,
175,2013-11-21,CGL,-17.6427,25.08048,20.0,
176,2013-11-21,CGL,-17.84145,25.07612,11.0,
177,2013-11-22,CGL,-17.842,25.07747,18.0,
178,2013-12-05,CGL,-17.84363,25.0734,38.0,
179,2013-12-12,CGL,-17.84042,25.07956,15.0,
180,2014-01-03,CGL,-17.84042,25.07956,15.0,
181,2014-01-31,CGL,-17.84162,25.07573,29.0,
182,2014-02-25,CGL,-17.84162,25.07573,29.0,
185,2016-01-13,CGL,-,-,18.0,
186,2016-01-14,CGL,17.84295,25.07788,20.0,No
187,2016-01-22,CGL,17.84129,25.07511,8.0,
188,2016-02-17,CGL,17.84233,25.0754,7.0,No
189,2016-02-23,CGL,17.84103,25.07688,11.0,
190,2016-02-25,CGL,17.84161,25.0761,13.0,Yes
191,2016-02-26,CGL,17.84072,25.07431,8.0,No
192,2016-03-02,CGL,17.84149,25.07759,12.0,No
193,2016-03-04,CGL,-,-,7.0,No
194,2016-03-09,CGL,-,-,12.0,No
195,2016-03-10,CGL,17.84168,25.07618,5.0,
196,2016-04-18,CGL,17.84288,25.07571,10.0,No
197,2016-05-09,CGL,17.84167,25.07586,12.0,
198,2016-05-11,CGL,17.84421,25.07811,10.0,
199,2016-06-08,CGL,17.8454,025. 07574,6.0,No
200,2016-06-16,CGL,17.84261,25.07565,5.0,No
201,2016-06-27,CGL,17.84206,25.07827,10.0,
202,2016-06-30,CGL,17.84172,25.076,4.0,No
203,2016-07-20,CGL,17.84204,25.07586,4.0,Yes
204,2016-08-25,CGL,17.842977,25.077791,8.0,No
205,2016-09-20,CGL,17.84345,25.07621,12.0,
206,2016-09-23,CGL,17.84254,25.0761,12.0,No
207,2016-10-17,CGL,17.8421,25.07473,16.0,No
208,2016-10-24,CGL,17.842,25.07936,4.0,No
212,2017-03-09,CGL,17.8414,25.0757,16.0,
213,2017-03-31,CGL,-17.8405,25.07631,10.0,Yes
214,2017-04-07,CGL,-17.83644,25.10241,22.0,30
215,2017-05-15,CGL,-17.84292,25.0769,27.0,No
216,2017-05-22,CGL,-17.84021,25.07505,27.0,Yes
217,2017-06-18,CGL,-17.84197,25.07596,10.0,No
218,2017-07-05,CGL,-17.84152,25.07842,4.0,No
219,2017-08-12,CGL,-17.842,25.07955,7.0,No
220,2017-08-12,CGL,-17.842493,25.076074,12.0,Yes
221,2017-08-29,CGL,-17.84162,25.07571,11.0,Yes
222,2017-10-13,CGL,-17.84243,25.07562,15.0,No
223,2017-10-19,CGL,-17.84432,25.07805,10.0,No
224,2017-11-20,CGL,-17.84117,25.0758,13.0,No
225,2017-11-30,CGL,-17.84341,25.07618,9.0,No
226,2017-12-13,CGL,-17.8432,25.07133,8.0,No
227,2017-12-19,CGL,-17.84206,25.08055,20.0,No
228,2018-01-08,CGL,-17.84275,25.07626,12.0,No
229,2018-01-12,CGL,-17.8447,25.0793,5.0,No
230,2018-01-18,CGL,-17.842166,25.075591,8.0,No
231,2018-01-26,CGL,-17.84066,25.077163,15.0,No
232,2018-01-30,CGL,-17.84046,25.07735,17.0,No
233,2018-02-15,CGL,-17.84273,25.07604,10.0,No
234,2018-02-19,CGL,-17.84251,25.073773,8.0,No
235,2018-03-06,CGL,,,10.0,No
236,2018-03-28,CGL,-17.842826,25.07622,15.0,No
252,2011-12-05,CSL,,,17.0,
253,2012-01-05,CSL,,,20.0,No
254,2012-01-06,CSL,,,20.0,No
255,2012-01-06,CSL,,,20.0,No
256,2012-01-11,CSL,,,19.0,No
257,2012-01-16,CSL,,,20.0,No
258,2012-01-17,CSL,Den under health and beauty boat house in CSL,,23.0,
259,2012-01-19,CSL,,,30.0,No
260,2012-02-06,CSL,,,22.0,
261,2012-02-08,CSL,,,20.0,No
262,2012-02-09,CSL,,,30.0,
263,2012-02-10,CSL,,,29.0,
264,2012-02-13,CSL,,,27.0,
265,2012-02-17,CSL,,,27.0,
266,2012-02-20,CSL,,,30.0,
267,2012-02-21,CSL,,,20.0,No
268,2012-03-05,CSL,,,22.0,No
269,2012-03-09,CSL,,,20.0,No
270,2012-03-12,CSL,,,20.0,No
271,2012-03-15,CSL,,,41.0,No
272,2012-03-19,CSL,,,22.0,
273,2012-03-20,CSL,,,45.0,
274,2012-03-28,CSL,,,36.0,
275,2012-04-23,CSL,,,40.0,
276,2012-04-26,CSL,,,40.0,
277,2012-05-03,CSL,,,40.0,
278,2012-05-08,CSL,,,41.0,
279,2012-05-14,CSL,,,40.0,
280,2012-05-15,CSL,,,41.0,
281,2012-05-28,CSL,,,19.0,
282,2012-05-29,CSL,,,40.0,
283,2012-05-30,CSL,,,40.0,
284,2012-06-08,CSL,,,41.0,
285,2012-06-11,CSL,,,33.0,
286,2012-06-12,CSL,,,33.0,
287,2012-06-13,CSL,,,41.0,
288,2012-06-18,CSL,,,40.0,
289,2012-06-21,CSL,,,38.0,
290,2012-06-29,CSL,,,40.0,
291,2012-07-07,CSL,,,37.0,
292,2012-07-11,CSL,,,32.0,
293,2012-07-18,CSL,,,38.0,
294,2012-07-20,CSL,,,29.0,No
295,2012-07-23,CSL,,,38.0,
296,2012-08-06,CSL,,,35.0,
297,2012-08-08,CSL,,,38.0,
298,2012-08-28,CSL,,,37.0,
299,2012-08-30,CSL,,,34.0,
300,2012-09-07,CSL,,,24.0,No
301,2012-09-13,CSL,,,37.0,
302,2012-09-17,CSL,,,10.0,
303,2012-09-18,CSL,,,36.0,Yes
304,2012-10-02,CSL,,,35.0,
305,2012-10-04,CSL,,,35.0,
306,2012-10-08,CSL,,,35.0,
307,2012-10-22,CSL,,,30.0,
308,2012-10-23,CSL,,,30.0,
309,2012-11-01,CSL,,,32.0,
310,2012-11-20,CSL,,,34.0,
311,2012-11-23,CSL,,,16.0,No
312,2012-11-26,CSL,,,34.0,
313,2012-11-26,CSL,,,35.0,
314,2012-11-27,CSL,,,28.0,
315,2012-12-06,CSL,,,15.0,No
316,2012-12-07,CSL,,,34.0,
317,2013-01-08,CSL,,,27.0,
318,2013-01-14,CSL,,,35.0,
319,2013-01-18,CSL,,,35.0,
320,2013-01-29,CSL,,,23.0,No
321,2013-01-29,CSL,,,19.0,No
322,2013-02-05,CSL,,,22.0,
323,2013-02-14,CSL,,,30.0,
324,2013-02-20,CSL,,,30.0,
325,2013-02-22,CSL,,,56.0,
326,2013-03-07,CSL,,,67.0,
327,2013-04-04,CSL,,,66.0,
328,2013-04-12,CSL,,,29.0,
329,2013-05-16,CSL,,,56.0,No
330,2013-05-16,CSL,,,48.0,
331,2013-05-20,CSL,,,57.0,
332,2013-05-23,CSL,,,39.0,
333,2013-05-28,CSL,,,57.0,No
334,2013-05-31,CSL,,,26.0,No
335,2013-06-14,CSL,,,41.0,
336,2013-07-22,CSL,,,57.0,
337,2013-07-22,CSL,,,58.0,
338,2013-07-28,CSL,,,55.0,No
339,2013-09-05,CSL,,,48.0,
340,2013-09-09,CSL,-17.80728,25.14639,26.0,
341,2013-09-12,CSL,-17.80728,25.14639,26.0,
342,2013-09-16,CSL,-17.80882,25.14542,33.0,
343,2013-09-17,CSL,-17.807,25.14699,45.0,
344,2013-09-18,CSL,-17.80794,25.14542,30.0,
345,2013-09-18,CSL,-17.84377,25.14387,12.0,
346,2013-09-19,CSL,-17.80882,25.14542,33.0,
347,2013-09-19,CSL,-17.807,25.14699,45.0,
348,2013-09-19,CSL,-17.80794,25.14542,30.0,
349,2013-09-25,CSL,-17.79827,25.15067,44.0,
350,2013-10-03,CSL,-17.80864,25.14549,7.0,
351,2013-10-03,CSL,-17.79827,25.15067,44.0,
352,2013-10-10,CSL,-17.80864,25.14549,7.0,
353,2013-10-10,CSL,-17.79872,25.15079,45.0,
354,2013-10-10,CSL,-17.8444,25.1446,14.0,
355,2013-10-14,CSL,-17.79872,25.15079,45.0,
356,2013-10-18,CSL,-17.80026,25.14953,3.0,
357,2013-10-21,CSL,-17.80897,25.14515,31.0,
358,2013-10-24,CSL,-17.80624,25.14703,18.0,
359,2013-10-25,CSL,-17.80026,25.14953,3.0,
360,2013-10-31,CSL,-17.80624,25.14703,18.0,
361,2013-11-04,CSL,-17.80861,25.14597,18.0,
362,2013-11-21,CSL,-17.80861,25.14597,18.0,
363,2013-11-21,CSL,-17.80461,25.15142,27.0,
364,2013-11-26,CSL,-17.80461,25.15142,27.0,
365,2013-11-27,CSL,-17.80277,25.15086,15.0,
366,2013-11-29,CSL,-17.80277,25.15086,15.0,
367,2013-12-03,CSL,-17.80502,25.15344,21.0,
368,2013-12-05,CSL,-17.80502,25.15344,21.0,
369,2013-12-05,CSL,-17.80298,25.15089,25.0,
370,2013-12-06,CSL,-17.80594,25.14885,23.0,
371,2013-12-17,CSL,-17.80594,25.14885,23.0,
372,2013-12-17,CSL,-17.80301,25.14865,17.0,
373,2013-12-17,CSL,-17.80298,25.15089,25.0,
374,2014-01-10,CSL,-17.80301,25.14865,17.0,
375,2014-01-15,CSL,-17.80056,25.1504,12.0,
376,2014-01-15,CSL,-17.80163,25.14919,10.0,
377,2014-01-16,CSL,-17.79967,25.15003,29.0,
378,2014-01-22,CSL,-17.80135,25.15021,19.0,
379,2014-01-22,CSL,-17.80163,25.14919,10.0,
380,2014-01-23,CSL,-17.80818,25.15302,16.0,
381,2014-01-30,CSL,-17.79967,25.15003,29.0,
382,2014-01-30,CSL,-17.80197,25.1497,21.0,
383,2014-02-03,CSL,-17.80135,25.15021,19.0,
384,2014-02-05,CSL,-17.80818,25.15302,16.0,
385,2014-02-20,CSL,-17.80197,25.1497,21.0,
386,2014-02-20,CSL,,,49.0,
387,2014-02-28,CSL,-17.80724,25.14629,22.0,
388,2014-02-28,CSL,-17.7993,25.14956,49.0,
432,2016-01-04,CSL,-,-,5.0,
433,2016-01-05,CSL,17.80667,25.14589,11.0,
434,2016-01-06,CSL,,,2.0,
435,2016-01-11,CSL,-,-,5.0,
436,2016-01-11,CSL,-,-,12.0,
437,2016-01-12,CSL,-,-,7.0,
438,2016-01-12,CSL,17.82747,25.138,4.0,
439,2016-01-15,CSL,-,-,17.0,
440,2016-01-18,CSL,,,18.0,
441,2016-01-19,CSL,,,21.0,
442,2016-01-20,CSL,,,6.0,
443,2016-01-21,CSL,17.80745,25.14708,18.0,
444,2016-01-26,CSL,17.80662,25.14722,9.0,
445,2016-01-28,CSL,17.80835,25.14615,20.0,
446,2016-02-09,CSL,17.80795,25.1457,31.0,
447,2016-02-18,CSL,17.80816,25.14548,20.0,No
448,2016-02-19,CSL,17.80594,25.14729,15.0,No
449,2016-02-22,CSL,17.80568,25.14942,20.0,No
450,2016-03-09,CSL,17.80607,25.14829,16.0,No
451,2016-03-12,CSL,17.79528,25.18394,20.0,No
452,2016-03-16,CSL,17.80772,25.14597,15.0,No
453,2016-03-23,CSL,17.78526,25.17479,10.0,No
454,2016-04-07,CSL,17.80577,25.14726,15.0,No
455,2016-04-11,CSL,-,-,13.0,
456,2016-04-12,CSL,-,-,4.0,No
457,2016-04-14,CSL,-,-,22.0,No
458,2016-04-14,CSL,-,-,24.0,No
459,2016-04-19,CSL,17.80664,25.14675,29.0,
460,2016-04-25,CSL,17.80661,25.14658,22.0,No
461,2016-04-27,CSL,17.80531,25.1493,15.0,No
462,2016-04-28,CSL,17.8052,25.14919,22.0,No
463,2016-05-20,CSL,,,23.0,
464,2016-05-20,CSL,17.79735,25.15554,24.0,
465,2016-05-30,CSL,17.80784,25.14561,23.0,
466,2016-06-13,CSL,17.80652,25.1461,25.0,
467,2016-06-20,CSL,-,-,31.0,
468,2016-07-06,CSL,-,-,17.0,No
469,2016-07-07,CSL,17.82756,25.13784,10.0,No
470,2016-07-12,CSL,-,-,15.0,No
471,2016-07-20,CSL,17.79493,25.18295,20.0,No
472,2016-07-21,CSL,17.79493,25.18295,3.0,No
473,2016-07-25,CSL,17.80409,25.14834,10.0,No
474,2016-07-26,CSL,17.80409,25.14834,16.0,No
475,2016-07-27,CSL,17.80409,25.14834,26.0,No
476,2016-07-28,CSL,17.80409,25.14834,25.0,No
477,2016-07-28,CSL,17.78915,25.17734,15.0,No
478,2016-07-29,CSL,-,-,28.0,No
479,2016-07-30,CSL,-,-,30.0,No
480,2016-07-31,CSL,-,-,15.0,No
481,2016-08-01,CSL,17.80759,25.14582,6.0,No
482,2016-08-03,CSL,17.80409,25.14834,5.0,No
483,2016-08-19,CSL,17.803784,25.14788,3.0,
484,2016-08-26,CSL,17.8043,25.14781,10.0,No
485,2016-08-29,CSL,17.807105,25.146901,32.0,No
486,2016-08-31,CSL,17.80716,25.14646,24.0,
487,2016-09-07,CSL,17.80753,25.1464,24.0,No
488,2016-09-09,CSL,17.80331,25.14765,30.0,No
489,2016-09-19,CSL,17.80786,25.14544,2.0,
490,2016-09-21,CSL,17.80681,25.14604,24.0,
491,2016-10-17,CSL,17.807388,25.14776,22.0,No
492,2016-10-18,CSL,17.80739,25.14776,20.0,No
493,2016-10-24,CSL,17.807202,25.146443,22.0,No
494,2016-12-22,CSL,-,-,27.0,
495,2016-12-27,CSL,17.808203,25.145771,30.0,No
496,2016-12-28,CSL,17.806715,25.145897,27.0,
497,2016-12-30,CSL,17.806859,25.146944,27.0,
498,2017-01-04,CSL,17.802698,25.14829,27.0,
499,2017-01-19,CSL,17.806531,25.146177,31.0,
500,2017-02-06,CSL,17.806752,25.147038,27.0,No
501,2017-02-07,CSL,17.80648,25.14616,37.0,
502,2017-02-09,CSL,17.80648,25.14616,37.0,
503,2017-02-17,CSL,17.80839,25.14561,40.0,No
504,2017-02-19,CSL,17.80397,25.148319,20.0,
505,2017-02-24,CSL,,,11.0,
506,2017-02-24,CSL,,,24.0,
507,2017-03-03,CSL,17.804252,25.147235,24.0,
508,2017-03-06,CSL,,,30.0,
509,2017-03-09,CSL,,,27.0,
510,2017-03-10,CSL,,,32.0,
511,2017-03-13,CSL,-17.805261,25.151555,21.0,
512,2017-03-27,CSL,-17.805043,25.147072,27.0,No
513,2017-03-30,CSL,-17.806,25.14618,24.0,Yes
514,2017-03-31,CSL,-17.80782,25.14554,32.0,Yes
515,2017-04-03,CSL,-17.80821,25.1459,5.0,No
516,2017-04-10,CSL,-17.80797,25.14655,26.0,
517,2017-04-13,CSL,-17.80316,25.14799,24.0,-
518,2017-04-21,CSL,-17.80767,25.14672,35.0,No
519,2017-04-24,CSL,-17.79431,25.23489,18.0,No
520,2017-05-02,CSL, -17.80648,25.14877,22.0,No
521,2017-05-05,CSL,-17.807,25.14684,16.0,No
522,2017-05-09,CSL,-,-,29.0,No
523,2017-05-10,CSL,-17.80665,25.14614,30.0,Yes
524,2017-05-12,CSL,-,-,27.0,
525,2017-05-15,CSL,-17.82753,25.13804,15.0,No
526,2017-06-02,CSL,-17.80355,25.80355,21.0,No
527,2017-06-05,CSL,-17.80731,25.14645,26.0,Yes
528,2017-06-07,CSL,-17.80743,25.14647,30.0,No
529,2017-06-10,CSL,-17.80677,25.14703,25.0,No
530,2017-06-12,CSL,-17.805986,25.14607,32.0,Yes
531,2017-06-14,CSL,,,21.0,No
532,2017-06-20,CSL,-17.80882,25.14562,35.0,No
533,2017-06-22,CSL,-17.80634,25.14623,47.0,No
534,2017-06-26,CSL,-17.80742,25.14733,24.0,No
535,2017-06-29,CSL,-17.80744,25.14575,35.0,Yes
536,2017-07-13,CSL,-17.80816,25.14518,36.0,No
537,2017-07-25,CSL,-17.80738,25.146487,36.0,Yes
538,2017-07-30,CSL,-17.80667,25.14641,14.0,No
539,2017-08-18,CSL,-17.870921,25.14505,49.0,Yes
540,2017-08-29,CSL,-17.80544,25.14762,27.0,No
541,2017-09-07,CSL,-17.80459,25.14907,40.0,No
542,2017-09-11,CSL,-17.80379,25.14758,30.0,No
543,2017-09-12,CSL,-17.80394,25.14782,14.0,No
544,2017-09-17,CSL,-1780725,25.14673,7.0,No
545,2017-09-22,CSL,,,31.0,No
546,2017-09-25,CSL,-17.80459,25.14693,47.0,Yes
547,2017-09-30,CSL,-17.80314,25.14922,20.0,No
548,2017-10-06,CSL,-17.8075,25.14645,50.0,No
549,2017-11-23,CSL,-17.804184,25.149293,15.0,No
550,2017-11-24,CSL,-17.80731,25.14701,26.0,Yes
551,2017-11-28,CSL,-17.80715,25.14705,17.0,Yes
552,2017-11-29,CSL,-17.80672,25.14768,20.0,No
553,2017-12-04,CSL,-17.806267,25.148638,17.0,No
554,2017-12-07,CSL,-17.80758,25.1467,16.0,No
555,2017-12-16,CSL,-17.806119,25.147697,20.0,No
556,2017-12-18,CSL,-17.806706,25.146646,25.0,No
557,2017-12-21,CSL,-17.807947,25.14549,10.0,No
558,2018-01-02,CSL,-17.80556,25.1471,19.0,No
559,2018-01-09,CSL,-17.806374,25.146561,22.0,No
560,2018-01-11,CSL, -17.807334,25.146616,25.0,No
561,2018-01-17,CSL,-17.809633,25.145927,30.0,No
562,2018-01-31,CSL,-17.80795,25.14603,35.0,No
619,2013-09-23,FARM,-17.79268,25.18475,25.0,
620,2013-10-03,FARM,-17.79268,25.18475,25.0,
621,2013-10-10,FARM,-17.79379,25.18457,13.0,
622,2013-11-22,FARM,-17.79265,25.18475,11.0,
623,2013-11-28,FARM,-17.79265,25.18475,11.0,
624,2013-12-04,FARM,-17.79274,25.1846,10.0,
625,2013-12-05,FARM,-17.79274,25.1846,22.0,
626,2013-12-05,FARM,-17.79271,25.18469,18.0,
627,2013-12-06,FARM,-17.79274,25.1846,10.0,
628,2013-12-12,FARM,-17.79274,25.1846,22.0,
629,2014-01-15,FARM,-17.7924,25.18485,6.0,
630,2014-01-22,FARM,-17.79308,25.18474,18.0,
631,2014-01-23,FARM,-17.7924,25.18485,6.0,
632,2014-01-31,FARM,-17.79308,25.18474,18.0,
633,2014-02-05,FARM,-17.79263,25.18471,35.0,
634,2014-02-06,FARM,-17.79191,25.18492,35.0,
635,2014-02-28,FARM,-17.7872,25.18317,18.0,
662,2016-01-06,FOR,17.80426,25.14888,1.0,
663,2016-01-07,FOR,-,-,2.0,
664,2016-01-13,FOR,17.80421,25.14878,5.0,
665,2016-01-18,FOR,17.80347,25.14867,9.0,
666,2016-01-20,FOR,17.80213,25.14875,9.0,
667,2016-01-21,FOR,17.8289,25.13665,5.0,
668,2016-01-22,FOR,-,-,2.0,
669,2016-01-25,FOR,17.80219,25.1493,6.0,
670,2016-01-26,FOR,,,1.0,No
671,2016-01-27,FOR,17.80177,25.14918,10.0,
672,2016-01-28,FOR,17.80155,25.14929,12.0,
673,2016-01-29,FOR,-,-,11.0,
674,2016-02-02,FOR,17.8866,25.16434,3.0,No
675,2016-02-02,FOR,17.78866,25.16434,16.0,
676,2016-02-04,FOR,17.80102,25.14928,26.0,No
677,2016-02-15,FOR,-,-,20.0,No
678,2016-02-17,FOR,-,-,10.0,No
679,2016-02-24,FOR,-,-,20.0,No
680,2016-02-29,FOR,17.80165,25.14929,18.0,No
681,2016-03-09,FOR,17.80149,25.15185,30.0,No
682,2016-03-17,FOR,17.80238,25.14915,25.0,No
683,2016-04-04,FOR,17.79074,25.1579,2.0,No
684,2016-04-07,FOR,17.80155,25.1493,2.0,No
685,2016-04-09,FOR,-,-,12.0,No
686,2016-04-15,FOR,17.80412,25.14865,13.0,No
687,2016-04-25,FOR,17.80132,25.14999,8.0,No
688,2016-04-27,FOR,-,-,10.0,No
689,2016-04-28,FOR,17.8052,25.14919,21.0,No
690,2016-05-04,FOR,17.80138,25.15,20.0,No
691,2016-05-20,FOR,17.80166,25.14927,25.0,
692,2016-05-30,FOR,,,14.0,No
693,2016-06-13,FOR,17.80218,25.14916,20.0,No
694,2016-07-11,FOR,17.80407,25.14837,4.0,No
695,2016-07-12,FOR,17.80407,25.14837,10.0,No
696,2016-08-01,FOR,17.80133,25.15019,1.0,
697,2016-08-02,FOR,,,6.0,
698,2016-08-27,FOR,17.784647,25.159328,14.0,No
699,2016-12-22,FOR,17.80079,25.14998,13.0,
700,2016-12-27,FOR,17.800955,25.150015,10.0,
701,2017-01-10,FOR,17.801325,25.150051,12.0,
702,2017-01-18,FOR,17.801325,25.150051,13.0,
703,2017-01-19,FOR,17.8018,25.15069,15.0,
704,2017-01-30,FOR,17.801292,25.148992,7.0,No
705,2017-02-02,FOR,17.801734,25.148808,25.0,
706,2017-02-07,FOR,17.801742,25.148832,10.0,No
707,2017-02-10,FOR,17.80177,25.15061,17.0,
708,2017-02-13,FOR,17.80177,25.15061,24.0,
709,2017-02-17,FOR,17.801292,25.148992,20.0,
710,2017-02-22,FOR,17.803025,25.150797,14.0,
711,2017-02-23,FOR,17.801292,25.148992,16.0,
712,2017-03-03,FOR,17.801379,25.150114,17.0,
713,2017-03-07,FOR,,,11.0,
714,2017-03-09,FOR,,,19.0,
715,2017-03-16,FOR,-17.8011,25.15091,16.0,No
716,2017-03-20,FOR,-17.803051,25.149109,10.0,No
717,2017-03-22,FOR,-17.80204,25.14926,12.0,No
718,2017-03-30,FOR,-,-,19.0,Yes
719,2017-04-03,FOR,-17.80256,25.14953,10.0,No
720,2017-04-10,FOR,-17.79928,25.14981,22.0,No
721,2017-04-21,FOR, -17.801987,25.148571,21.0,No
722,2017-05-02,FOR,-17.80649,25.14877,15.0,No
723,2017-05-05,FOR,-17.80132,25.15018,10.0,No
724,2017-05-09,FOR,-,-,19.0,Yes
725,2017-05-12,FOR,,,21.0,No
726,2017-05-15,FOR,-17.80107,25.15068,11.0,No
727,2017-05-26,FOR,-17.80135,25.15008,21.0,
728,2017-05-30,FOR,-17.80009,25.15289,25.0,No
729,2017-06-02,FOR,-17.80142,25.15077,27.0,No
730,2017-06-05,FOR,-17.80131,25.15107,17.0,No
731,2017-06-10,FOR,-17.80101,25.1487,14.0,No
732,2017-06-14,FOR,-17.80145,25.14998,18.0,No
733,2017-06-19,FOR,-17.80082,25.14963,20.0,No
734,2017-06-20,FOR,-17.80163,25.14972,21.0,Yes
735,2017-06-22,FOR,-17.80121,25.14995,10.0,No
736,2017-06-26,FOR,-17.79893,25.1501,19.0,Yes
737,2017-06-29,FOR,-17.80313,25.14921,3.0,No
738,2017-07-06,FOR,-17.80157,25.14968,21.0,Yes
