,Date,T,J,S,A,tdate,tdint,quarter,week
507,2018-01-28,15.0,,,,0.2410958904109589,9.0,1.0,14
508,2018-02-04,17.0,,,,0.2602739726027397,9.0,2.0,15
509,2018-02-11,14.0,,,,0.27945205479452057,9.0,2.0,16
510,2018-02-18,10.0,,,,0.29863013698630136,9.0,2.0,17
511,2018-02-25,8.0,,,,0.3178082191780822,9.0,2.0,18
512,2018-03-04,9.0,,,,0.336986301369863,9.0,2.0,19
513,2018-03-11,10.0,,,,0.3561643835616438,9.0,2.0,20
514,2018-03-18,11.0,,,,0.37534246575342467,9.0,2.0,21
515,2018-03-25,13.0,,,,0.39452054794520547,9.0,2.0,22
516,2018-04-01,15.0,,,,0.4136986301369863,9.0,2.0,23
