,Date,tdate,tdint,quarter,T,A,S,J,week,Troop
464,2017-10-08,0.9342465753424658,8.0,4.0,26.0,,,,50,MOW
465,2017-10-15,0.9534246575342465,8.0,4.0,25.0,,,,51,MOW
0,2017-11-19,0.049315068493150684,0.0,1.0,1.0,,,,4,ODH
1,2017-11-26,0.0684931506849315,0.0,1.0,17.0,,,,5,ODH
2,2017-12-03,0.08767123287671233,0.0,1.0,20.0,,,,6,ODH
3,2017-12-10,0.10684931506849316,0.0,1.0,22.0,,,,7,ODH
4,2017-12-17,0.12602739726027398,0.0,1.0,26.0,,,,8,ODH
5,2017-12-24,0.14520547945205478,0.0,1.0,29.0,,,,9,ODH
6,2017-12-31,0.1643835616438356,0.0,1.0,34.0,,,,10,ODH
7,2018-01-07,0.18356164383561643,0.0,1.0,40.0,,,,11,ODH
8,2018-01-14,0.20273972602739726,0.0,1.0,40.0,,,,12,ODH
9,2018-01-21,0.2219178082191781,0.0,1.0,39.0,,,,13,ODH
10,2018-01-28,0.2410958904109589,0.0,1.0,39.0,,,,14,ODH
11,2018-02-04,0.2602739726027397,0.0,2.0,38.0,,,,15,ODH
12,2018-02-11,0.27945205479452057,0.0,2.0,37.0,,,,16,ODH
13,2018-02-18,0.29863013698630136,0.0,2.0,36.0,,,,17,ODH
14,2018-02-25,0.3178082191780822,0.0,2.0,36.0,,,,18,ODH
15,2018-03-04,0.336986301369863,0.0,2.0,36.0,,,,19,ODH
16,2018-03-11,0.3561643835616438,0.0,2.0,35.0,,,,20,ODH
17,2018-03-18,0.37534246575342467,0.0,2.0,34.0,,,,21,ODH
18,2018-03-25,0.39452054794520547,0.0,2.0,34.0,,,,22,ODH
19,2018-04-01,0.4136986301369863,0.0,2.0,33.0,,,,23,ODH
0,2016-12-18,0.13150684931506848,0.0,1.0,33.0,,,,8,PLAT
1,2016-12-25,0.1506849315068493,0.0,1.0,33.0,,,,9,PLAT
2,2017-01-01,0.16712328767123288,0.0,1.0,33.0,,,,10,PLAT
3,2017-01-08,0.1863013698630137,0.0,1.0,34.0,,,,11,PLAT
4,2017-01-15,0.2054794520547945,0.0,1.0,34.0,,,,12,PLAT
5,2017-01-22,0.22465753424657534,0.0,1.0,34.0,,,,13,PLAT
6,2017-01-29,0.24383561643835616,0.0,1.0,34.0,,,,14,PLAT
7,2017-02-05,0.26301369863013696,0.0,2.0,35.0,,,,15,PLAT
8,2017-02-12,0.2821917808219178,0.0,2.0,36.0,,,,16,PLAT
9,2017-02-19,0.3013698630136986,0.0,2.0,37.0,,,,17,PLAT
10,2017-02-26,0.32054794520547947,0.0,2.0,40.0,,,,18,PLAT
11,2017-03-05,0.33972602739726027,0.0,2.0,42.0,,,,19,PLAT
12,2017-03-12,0.3589041095890411,0.0,2.0,41.0,,,,20,PLAT
13,2017-03-19,0.3780821917808219,0.0,2.0,40.0,,,,21,PLAT
14,2017-03-26,0.3972602739726027,0.0,2.0,39.0,,,,22,PLAT
15,2017-04-02,0.41643835616438357,0.0,2.0,38.0,,,,23,PLAT
16,2017-04-09,0.43561643835616437,0.0,2.0,38.0,,,,24,PLAT
17,2017-04-16,0.4547945205479452,0.0,2.0,37.0,,,,25,PLAT
18,2017-04-23,0.473972602739726,0.0,2.0,36.0,,,,26,PLAT
19,2017-04-30,0.4931506849315068,0.0,2.0,36.0,,,,27,PLAT
20,2017-05-07,0.5123287671232877,0.0,3.0,35.0,,,,28,PLAT
21,2017-05-14,0.5315068493150685,0.0,3.0,34.0,,,,29,PLAT
22,2017-05-21,0.5506849315068493,0.0,3.0,33.0,,,,30,PLAT
23,2017-05-28,0.5698630136986301,0.0,3.0,30.0,,,,31,PLAT
24,2017-06-04,0.589041095890411,0.0,3.0,28.0,,,,32,PLAT
25,2017-06-11,0.6082191780821918,0.0,3.0,27.0,,,,33,PLAT
26,2017-06-18,0.6273972602739726,0.0,3.0,27.0,,,,34,PLAT
27,2017-06-25,0.6465753424657534,0.0,3.0,27.0,,,,35,PLAT
28,2017-07-02,0.6657534246575343,0.0,3.0,27.0,,,,36,PLAT
29,2017-07-09,0.684931506849315,0.0,3.0,26.0,,,,37,PLAT
30,2017-07-16,0.7041095890410959,0.0,3.0,26.0,,,,38,PLAT
31,2017-07-23,0.7232876712328767,0.0,3.0,26.0,,,,39,PLAT
32,2017-07-30,0.7424657534246575,0.0,3.0,26.0,,,,40,PLAT
33,2017-08-06,0.7616438356164383,0.0,4.0,26.0,,,,41,PLAT
34,2017-08-13,0.7808219178082192,0.0,4.0,25.0,,,,42,PLAT
35,2017-08-20,0.8,0.0,4.0,25.0,,,,43,PLAT
36,2017-08-27,0.8191780821917808,0.0,4.0,24.0,,,,44,PLAT
37,2017-09-03,0.8383561643835616,0.0,4.0,24.0,,,,45,PLAT
38,2017-09-10,0.8575342465753425,0.0,4.0,23.0,,,,46,PLAT
39,2017-09-17,0.8767123287671232,0.0,4.0,22.0,,,,47,PLAT
0,2009-11-08,0.019178082191780823,0.0,1.0,7.0,,,,2,SEF
1,2009-11-15,0.038356164383561646,0.0,1.0,7.0,,,,3,SEF
2,2009-11-22,0.057534246575342465,0.0,1.0,7.0,,,,4,SEF
3,2009-11-29,0.07671232876712329,0.0,1.0,7.0,7.0,,,5,SEF
4,2009-12-06,0.0958904109589041,0.0,1.0,11.0,11.0,,,6,SEF
5,2009-12-13,0.11506849315068493,0.0,1.0,16.0,15.0,1.0,,7,SEF
6,2009-12-20,0.13424657534246576,0.0,1.0,16.0,15.0,1.0,,8,SEF
7,2009-12-27,0.15342465753424658,0.0,1.0,16.0,15.0,2.0,,9,SEF
8,2010-01-03,0.1726027397260274,0.0,1.0,16.0,15.0,2.0,,10,SEF
9,2010-01-10,0.1917808219178082,0.0,1.0,16.0,15.0,3.0,,11,SEF
10,2010-01-17,0.21095890410958903,0.0,1.0,16.0,,,,12,SEF
11,2010-01-24,0.23013698630136986,0.0,1.0,16.0,,,,13,SEF
12,2010-01-31,0.2493150684931507,0.0,1.0,16.0,,,,14,SEF
13,2010-02-07,0.2684931506849315,0.0,2.0,16.0,,,,15,SEF
14,2010-02-14,0.2876712328767123,0.0,2.0,17.0,,,,16,SEF
15,2010-02-21,0.30684931506849317,0.0,2.0,17.0,,,,17,SEF
16,2010-02-28,0.32602739726027397,0.0,2.0,17.0,,,,18,SEF
17,2010-03-07,0.3452054794520548,0.0,2.0,17.0,,,,19,SEF
18,2010-03-14,0.3643835616438356,0.0,2.0,17.0,,,,20,SEF
19,2010-03-21,0.3835616438356164,0.0,2.0,17.0,,,,21,SEF
20,2010-03-28,0.40273972602739727,0.0,2.0,17.0,,,,22,SEF
21,2010-04-04,0.42191780821917807,0.0,2.0,18.0,,,,23,SEF
22,2010-04-11,0.4410958904109589,0.0,2.0,21.0,13.0,8.0,,24,SEF
23,2010-04-18,0.4602739726027397,0.0,2.0,18.0,5.0,8.0,15.0,25,SEF
24,2010-04-25,0.4794520547945205,0.0,2.0,16.0,4.0,7.0,12.0,26,SEF
25,2010-05-02,0.4986301369863014,0.0,3.0,16.0,4.0,6.0,9.0,27,SEF
26,2010-05-09,0.5178082191780822,0.0,3.0,16.0,4.0,6.0,7.0,28,SEF
27,2010-05-16,0.536986301369863,0.0,3.0,16.0,3.0,,4.0,29,SEF
28,2010-05-23,0.5561643835616439,0.0,3.0,16.0,10.0,5.0,1.0,30,SEF
29,2010-05-30,0.5753424657534246,0.0,3.0,13.0,7.0,4.0,2.0,31,SEF
30,2010-06-06,0.5945205479452055,0.0,3.0,6.0,4.0,4.0,2.0,32,SEF
31,2010-06-13,0.6136986301369863,0.0,3.0,6.0,4.0,3.0,2.0,33,SEF
32,2010-06-20,0.6328767123287671,0.0,3.0,6.0,4.0,3.0,2.0,34,SEF
33,2010-06-27,0.6520547945205479,0.0,3.0,6.0,4.0,2.0,2.0,35,SEF
34,2010-07-04,0.6712328767123288,0.0,3.0,6.0,2.0,2.0,2.0,36,SEF
35,2010-07-11,0.6904109589041096,0.0,3.0,6.0,2.0,2.0,2.0,37,SEF
36,2010-07-18,0.7095890410958904,0.0,3.0,6.0,3.0,2.0,2.0,38,SEF
37,2010-07-25,0.7287671232876712,0.0,3.0,6.0,4.0,2.0,2.0,39,SEF
38,2010-08-01,0.7479452054794521,0.0,4.0,6.0,4.0,2.0,,40,SEF
39,2010-08-08,0.7671232876712328,0.0,4.0,6.0,4.0,2.0,,41,SEF
40,2010-08-15,0.7863013698630137,0.0,4.0,6.0,4.0,2.0,,42,SEF
41,2010-08-22,0.8054794520547945,0.0,4.0,6.0,4.0,2.0,,43,SEF
42,2010-08-29,0.8246575342465754,0.0,4.0,5.0,4.0,2.0,,44,SEF
43,2010-09-05,0.8438356164383561,0.0,4.0,4.0,4.0,2.0,,45,SEF
44,2010-09-12,0.863013698630137,0.0,4.0,3.0,4.0,2.0,,46,SEF
45,2010-09-19,0.8821917808219178,0.0,4.0,3.0,,,,47,SEF
46,2010-09-26,0.9013698630136986,0.0,4.0,4.0,,,,48,SEF
47,2010-10-03,0.9205479452054794,0.0,4.0,4.0,,,,49,SEF
48,2010-10-10,0.9397260273972603,0.0,4.0,4.0,,,,50,SEF
117,2012-02-05,0.26301369863013696,2.0,2.0,27.0,,,,15,SEF
118,2012-02-12,0.2821917808219178,2.0,2.0,27.0,,,,16,SEF
119,2012-02-19,0.3013698630136986,2.0,2.0,27.0,,,,17,SEF
120,2012-02-26,0.32054794520547947,2.0,2.0,26.0,,,,18,SEF
121,2012-03-04,0.33972602739726027,2.0,2.0,26.0,,,,19,SEF
122,2012-03-11,0.3589041095890411,2.0,2.0,26.0,,,,20,SEF
124,2012-03-25,0.3972602739726027,2.0,2.0,25.0,,,,22,SEF
125,2012-04-01,0.41643835616438357,2.0,2.0,25.0,,,,23,SEF
126,2012-04-08,0.43561643835616437,2.0,2.0,25.0,,,,24,SEF
127,2012-04-15,0.4547945205479452,2.0,2.0,24.0,,,,25,SEF
128,2012-04-22,0.473972602739726,2.0,2.0,24.0,,,,26,SEF
129,2012-04-29,0.4931506849315068,2.0,2.0,24.0,,,,27,SEF
130,2012-05-06,0.5123287671232877,2.0,3.0,23.0,,,,28,SEF
131,2012-05-13,0.5315068493150685,2.0,3.0,22.0,,,,29,SEF
132,2012-05-20,0.5506849315068493,2.0,3.0,22.0,,,,30,SEF
133,2012-05-27,0.5698630136986301,2.0,3.0,21.0,,,,31,SEF
134,2012-06-03,0.589041095890411,2.0,3.0,20.0,,,,32,SEF
135,2012-06-10,0.6082191780821918,2.0,3.0,20.0,,,,33,SEF
136,2012-06-17,0.6273972602739726,2.0,3.0,20.0,,,,34,SEF
137,2012-06-24,0.6465753424657534,2.0,3.0,19.0,,,,35,SEF
138,2012-07-01,0.6657534246575343,2.0,3.0,19.0,,,,36,SEF
139,2012-07-08,0.684931506849315,2.0,3.0,19.0,,,,37,SEF
140,2012-07-15,0.7041095890410959,2.0,3.0,19.0,,,,38,SEF
141,2012-07-22,0.7232876712328767,2.0,3.0,19.0,,,,39,SEF
142,2012-07-29,0.7424657534246575,2.0,3.0,19.0,,,,40,SEF
143,2012-08-05,0.7616438356164383,2.0,4.0,19.0,,,,41,SEF
144,2012-08-12,0.7808219178082192,2.0,4.0,19.0,,,,42,SEF
145,2012-08-19,0.8,2.0,4.0,19.0,,,,43,SEF
146,2012-08-26,0.8191780821917808,2.0,4.0,19.0,,,,44,SEF
151,2012-09-30,0.915068493150685,2.0,4.0,19.0,,,,49,SEF
152,2012-10-07,0.9342465753424658,2.0,4.0,19.0,,,,50,SEF
153,2012-10-14,0.9534246575342465,2.0,4.0,19.0,,,,51,SEF
154,2012-10-21,0.9726027397260274,2.0,4.0,19.0,,,,52,SEF
155,2012-10-28,0.9917808219178083,2.0,4.0,19.0,,,,53,SEF
156,2012-11-04,0.010958904109589041,3.0,1.0,19.0,,,,1,SEF
157,2012-11-11,0.030136986301369864,3.0,1.0,19.0,,,,2,SEF
158,2012-11-18,0.049315068493150684,3.0,1.0,19.0,,,,3,SEF
290,2015-05-31,0.5780821917808219,5.0,3.0,35.0,,,,31,SEF
291,2015-06-07,0.5972602739726027,5.0,3.0,36.0,,,,32,SEF
292,2015-06-14,0.6164383561643836,5.0,3.0,37.0,,,,33,SEF
293,2015-06-21,0.6356164383561644,5.0,3.0,38.0,,,,34,SEF
294,2015-06-28,0.6547945205479452,5.0,3.0,38.0,,,,35,SEF
295,2015-07-05,0.673972602739726,5.0,3.0,38.0,,,,36,SEF
296,2015-07-12,0.6931506849315069,5.0,3.0,38.0,,,,37,SEF
297,2015-07-19,0.7123287671232876,5.0,3.0,37.0,,,,38,SEF
298,2015-07-26,0.7315068493150685,5.0,3.0,37.0,,,,39,SEF
299,2015-08-02,0.7506849315068493,5.0,4.0,37.0,,,,40,SEF
300,2015-08-09,0.7698630136986301,5.0,4.0,36.0,,,,41,SEF
301,2015-08-16,0.7890410958904109,5.0,4.0,36.0,,,,42,SEF
302,2015-08-23,0.8082191780821918,5.0,4.0,36.0,,,,43,SEF
303,2015-08-30,0.8273972602739726,5.0,4.0,29.0,,,,44,SEF
304,2015-09-06,0.8465753424657534,5.0,4.0,25.0,,,,45,SEF
305,2015-09-13,0.8657534246575342,5.0,4.0,25.0,,,,46,SEF
306,2015-09-20,0.8849315068493151,5.0,4.0,24.0,,,,47,SEF
307,2015-09-27,0.9041095890410958,5.0,4.0,24.0,,,,48,SEF
308,2015-10-04,0.9232876712328767,5.0,4.0,24.0,,,,49,SEF
311,2015-10-25,0.9808219178082191,5.0,4.0,23.0,,,,52,SEF
312,2015-11-01,0.0,6.0,1.0,16.0,,,,1,SEF
313,2015-11-08,0.019178082191780823,6.0,1.0,16.0,,,,2,SEF
314,2015-11-15,0.038356164383561646,6.0,1.0,16.0,,,,3,SEF
315,2015-11-22,0.057534246575342465,6.0,1.0,16.0,,,,4,SEF
316,2015-11-29,0.07671232876712329,6.0,1.0,16.0,,,,5,SEF
378,2017-02-05,0.26301369863013696,7.0,2.0,20.0,,,,15,SEF
379,2017-02-12,0.2821917808219178,7.0,2.0,28.0,,,,16,SEF
380,2017-02-19,0.3013698630136986,7.0,2.0,30.0,,,,17,SEF
381,2017-02-26,0.32054794520547947,7.0,2.0,30.0,,,,18,SEF
382,2017-03-05,0.33972602739726027,7.0,2.0,31.0,,,,19,SEF
383,2017-03-12,0.3589041095890411,7.0,2.0,32.0,,,,20,SEF
384,2017-03-19,0.3780821917808219,7.0,2.0,32.0,,,,21,SEF
385,2017-03-26,0.3972602739726027,7.0,2.0,32.0,,,,22,SEF
386,2017-04-02,0.41643835616438357,7.0,2.0,32.0,,,,23,SEF
387,2017-04-09,0.43561643835616437,7.0,2.0,33.0,,,,24,SEF
388,2017-04-16,0.4547945205479452,7.0,2.0,33.0,,,,25,SEF
389,2017-04-23,0.473972602739726,7.0,2.0,34.0,,,,26,SEF
390,2017-04-30,0.4931506849315068,7.0,2.0,34.0,,,,27,SEF
391,2017-05-07,0.5123287671232877,7.0,3.0,35.0,,,,28,SEF
392,2017-05-14,0.5315068493150685,7.0,3.0,35.0,,,,29,SEF
393,2017-05-21,0.5506849315068493,7.0,3.0,35.0,,,,30,SEF
394,2017-05-28,0.5698630136986301,7.0,3.0,35.0,,,,31,SEF
395,2017-06-04,0.589041095890411,7.0,3.0,35.0,,,,32,SEF
396,2017-06-11,0.6082191780821918,7.0,3.0,35.0,,,,33,SEF
397,2017-06-18,0.6273972602739726,7.0,3.0,35.0,,,,34,SEF
398,2017-06-25,0.6465753424657534,7.0,3.0,34.0,,,,35,SEF
399,2017-07-02,0.6657534246575343,7.0,3.0,34.0,,,,36,SEF
400,2017-07-09,0.684931506849315,7.0,3.0,34.0,,,,37,SEF
401,2017-07-16,0.7041095890410959,7.0,3.0,34.0,,,,38,SEF
402,2017-07-23,0.7232876712328767,7.0,3.0,34.0,,,,39,SEF
403,2017-07-30,0.7424657534246575,7.0,3.0,34.0,,,,40,SEF
404,2017-08-06,0.7616438356164383,7.0,4.0,33.0,,,,41,SEF
407,2017-08-27,0.8191780821917808,7.0,4.0,33.0,,,,44,SEF
408,2017-09-03,0.8383561643835616,7.0,4.0,33.0,,,,45,SEF
409,2017-09-10,0.8575342465753425,7.0,4.0,33.0,,,,46,SEF
410,2017-09-17,0.8767123287671232,7.0,4.0,32.0,,,,47,SEF
411,2017-09-24,0.8958904109589041,7.0,4.0,26.0,,,,48,SEF
412,2017-10-01,0.915068493150685,7.0,4.0,21.0,,,,49,SEF
413,2017-10-08,0.9342465753424658,7.0,4.0,20.0,,,,50,SEF
414,2017-10-15,0.9534246575342465,7.0,4.0,19.0,,,,51,SEF
415,2017-10-22,0.9726027397260274,7.0,4.0,17.0,,,,52,SEF
416,2017-10-29,0.9917808219178083,7.0,4.0,12.0,,,,53,SEF
417,2017-11-05,0.010958904109589041,8.0,1.0,7.0,,,,2,SEF
418,2017-11-12,0.030136986301369864,8.0,1.0,7.0,,,,3,SEF
419,2017-11-19,0.049315068493150684,8.0,1.0,7.0,,,,4,SEF
420,2017-11-26,0.0684931506849315,8.0,1.0,7.0,,,,5,SEF
421,2017-12-03,0.08767123287671233,8.0,1.0,7.0,,,,6,SEF
423,2017-12-17,0.12602739726027398,8.0,1.0,7.0,,,,8,SEF
424,2017-12-24,0.14520547945205478,8.0,1.0,7.0,,,,9,SEF
425,2017-12-31,0.1643835616438356,8.0,1.0,7.0,,,,10,SEF
426,2018-01-07,0.18356164383561643,8.0,1.0,7.0,,,,11,SEF
427,2018-01-14,0.20273972602739726,8.0,1.0,10.0,,,,12,SEF
428,2018-01-21,0.2219178082191781,8.0,1.0,11.0,,,,13,SEF
429,2018-01-28,0.2410958904109589,8.0,1.0,13.0,,,,14,SEF
430,2018-02-04,0.2602739726027397,8.0,2.0,16.0,,,,15,SEF
431,2018-02-11,0.27945205479452057,8.0,2.0,18.0,,,,16,SEF
432,2018-02-18,0.29863013698630136,8.0,2.0,18.0,,,,17,SEF
433,2018-02-25,0.3178082191780822,8.0,2.0,17.0,,,,18,SEF
434,2018-03-04,0.336986301369863,8.0,2.0,15.0,,,,19,SEF
435,2018-03-11,0.3561643835616438,8.0,2.0,14.0,,,,20,SEF
436,2018-03-18,0.37534246575342467,8.0,2.0,12.0,,,,21,SEF
437,2018-03-25,0.39452054794520547,8.0,2.0,11.0,,,,22,SEF
438,2018-04-01,0.4136986301369863,8.0,2.0,10.0,,,,23,SEF
0,2008-11-16,0.043835616438356165,0.0,1.0,6.0,,,,3,TRS
1,2008-11-23,0.06301369863013699,0.0,1.0,9.0,8.0,,1.0,4,TRS
2,2008-11-30,0.0821917808219178,0.0,1.0,10.0,10.0,,3.0,5,TRS
3,2008-12-07,0.10136986301369863,0.0,1.0,12.0,8.0,,5.0,6,TRS
4,2008-12-14,0.12054794520547946,0.0,1.0,14.0,7.0,,7.0,7,TRS
5,2008-12-21,0.13972602739726028,0.0,1.0,15.0,7.0,,8.0,8,TRS
6,2008-12-28,0.1589041095890411,0.0,1.0,15.0,6.0,,8.0,9,TRS
7,2009-01-04,0.17534246575342466,0.0,1.0,15.0,6.0,,7.0,10,TRS
8,2009-01-11,0.19452054794520549,0.0,1.0,14.0,6.0,,7.0,11,TRS
9,2009-01-18,0.2136986301369863,0.0,1.0,14.0,5.0,9.0,7.0,12,TRS
10,2009-01-25,0.2328767123287671,0.0,1.0,14.0,5.0,9.0,,13,TRS
11,2009-02-01,0.25205479452054796,0.0,2.0,14.0,6.0,9.0,,14,TRS
12,2009-02-08,0.27123287671232876,0.0,2.0,14.0,6.0,8.0,,15,TRS
13,2009-02-15,0.29041095890410956,0.0,2.0,14.0,7.0,8.0,,16,TRS
14,2009-02-22,0.3095890410958904,0.0,2.0,14.0,,,,17,TRS
18,2009-03-22,0.3863013698630137,0.0,2.0,14.0,,,,21,TRS
19,2009-03-29,0.4054794520547945,0.0,2.0,14.0,,,,22,TRS
20,2009-04-05,0.4246575342465753,0.0,2.0,14.0,,,,23,TRS
21,2009-04-12,0.4438356164383562,0.0,2.0,14.0,,,,24,TRS
22,2009-04-19,0.46301369863013697,0.0,2.0,14.0,11.0,,3.0,25,TRS
23,2009-04-26,0.4821917808219178,0.0,2.0,14.0,11.0,,3.0,26,TRS
24,2009-05-03,0.5013698630136987,0.0,3.0,14.0,11.0,,2.0,27,TRS
25,2009-05-10,0.5205479452054794,0.0,3.0,13.0,11.0,,2.0,28,TRS
26,2009-05-17,0.5397260273972603,0.0,3.0,13.0,11.0,,2.0,29,TRS
27,2009-05-24,0.5589041095890411,0.0,3.0,12.0,10.0,,2.0,30,TRS
28,2009-05-31,0.5780821917808219,0.0,3.0,12.0,9.0,,2.0,31,TRS
29,2009-06-07,0.5972602739726027,0.0,3.0,12.0,8.0,,2.0,32,TRS
30,2009-06-14,0.6164383561643836,0.0,3.0,11.0,7.0,,2.0,33,TRS
32,2009-06-28,0.6547945205479452,0.0,3.0,10.0,,,,35,TRS
33,2009-07-05,0.673972602739726,0.0,3.0,9.0,4.0,5.0,,36,TRS
34,2009-07-12,0.6931506849315069,0.0,3.0,9.0,4.0,4.0,,37,TRS
35,2009-07-19,0.7123287671232876,0.0,3.0,9.0,3.0,3.0,3.0,38,TRS
36,2009-07-26,0.7315068493150685,0.0,3.0,8.0,3.0,3.0,3.0,39,TRS
37,2009-08-02,0.7506849315068493,0.0,4.0,8.0,3.0,3.0,3.0,40,TRS
38,2009-08-09,0.7698630136986301,0.0,4.0,8.0,3.0,3.0,3.0,41,TRS
39,2009-08-16,0.7890410958904109,0.0,4.0,8.0,3.0,3.0,3.0,42,TRS
40,2009-08-23,0.8082191780821918,0.0,4.0,8.0,,,,43,TRS
41,2009-08-30,0.8273972602739726,0.0,4.0,8.0,,,,44,TRS
42,2009-09-06,0.8465753424657534,0.0,4.0,8.0,,,,45,TRS
43,2009-09-13,0.8657534246575342,0.0,4.0,8.0,,,,46,TRS
44,2009-09-20,0.8849315068493151,0.0,4.0,8.0,,,,47,TRS
45,2009-09-27,0.9041095890410958,0.0,4.0,8.0,,,,48,TRS
0,2012-11-25,0.0684931506849315,0.0,1.0,11.0,,,,4,WA
1,2012-12-02,0.08767123287671233,0.0,1.0,11.0,,,,5,WA
2,2012-12-09,0.10684931506849316,0.0,1.0,11.0,,,,6,WA
3,2012-12-16,0.12602739726027398,0.0,1.0,11.0,,,,7,WA
4,2012-12-23,0.14520547945205478,0.0,1.0,11.0,,,,8,WA
5,2012-12-30,0.1643835616438356,0.0,1.0,11.0,,,,9,WA
6,2013-01-06,0.18082191780821918,0.0,1.0,11.0,,,,10,WA
7,2013-01-13,0.2,0.0,1.0,11.0,,,,11,WA
8,2013-01-20,0.2191780821917808,0.0,1.0,11.0,,,,12,WA
9,2013-01-27,0.23835616438356164,0.0,1.0,11.0,,,,13,WA
10,2013-02-03,0.25753424657534246,0.0,2.0,11.0,,,,14,WA
11,2013-02-10,0.27671232876712326,0.0,2.0,11.0,,,,15,WA
12,2013-02-17,0.2958904109589041,0.0,2.0,11.0,,,,16,WA
13,2013-02-24,0.3150684931506849,0.0,2.0,11.0,,,,17,WA
14,2013-03-03,0.33424657534246577,0.0,2.0,14.0,,,,18,WA
15,2013-03-10,0.35342465753424657,0.0,2.0,16.0,,,,19,WA
16,2013-03-17,0.3726027397260274,0.0,2.0,18.0,,,,20,WA
17,2013-03-24,0.3917808219178082,0.0,2.0,20.0,,,,21,WA
18,2013-03-31,0.410958904109589,0.0,2.0,21.0,,,,22,WA
19,2013-04-07,0.4301369863013699,0.0,2.0,21.0,,,,23,WA
20,2013-04-14,0.44931506849315067,0.0,2.0,20.0,,,,24,WA
21,2013-04-21,0.4684931506849315,0.0,2.0,20.0,,,,25,WA
22,2013-04-28,0.4876712328767123,0.0,2.0,20.0,,,,26,WA
41,2013-09-08,0.852054794520548,0.0,4.0,15.0,,,,45,WA
42,2013-09-15,0.8712328767123287,0.0,4.0,15.0,,,,46,WA
43,2013-09-22,0.8904109589041096,0.0,4.0,15.0,,,,47,WA
44,2013-09-29,0.9095890410958904,0.0,4.0,15.0,,,,48,WA
45,2013-10-06,0.9287671232876712,0.0,4.0,14.0,,,,49,WA
46,2013-10-13,0.947945205479452,0.0,4.0,11.0,,,,50,WA
47,2013-10-20,0.9671232876712329,0.0,4.0,8.0,,,,51,WA
