,Date,tdate,tdint,quarter,T,A,S,J,week,Troop
2,2008-11-30,0.0821917808219178,0.0,1.0,25.0,19.0,,,5,HIP
3,2008-12-07,0.10136986301369863,0.0,1.0,27.0,19.0,,,6,HIP
4,2008-12-14,0.12054794520547946,0.0,1.0,29.0,19.0,,,7,HIP
5,2008-12-21,0.13972602739726028,0.0,1.0,31.0,,,,8,HIP
6,2008-12-28,0.1589041095890411,0.0,1.0,33.0,,,,9,HIP
7,2009-01-04,0.17534246575342466,0.0,1.0,35.0,,,,10,HIP
8,2009-01-11,0.19452054794520549,0.0,1.0,37.0,,,,11,HIP
9,2009-01-18,0.2136986301369863,0.0,1.0,39.0,18.0,,21.0,12,HIP
10,2009-01-25,0.2328767123287671,0.0,1.0,39.0,18.0,,21.0,13,HIP
11,2009-02-01,0.25205479452054796,0.0,2.0,38.0,18.0,,20.0,14,HIP
12,2009-02-08,0.27123287671232876,0.0,2.0,38.0,18.0,,20.0,15,HIP
13,2009-02-15,0.29041095890410956,0.0,2.0,38.0,19.0,,19.0,16,HIP
14,2009-02-22,0.3095890410958904,0.0,2.0,37.0,,,,17,HIP
15,2009-03-01,0.3287671232876712,0.0,2.0,36.0,,,,18,HIP
16,2009-03-08,0.34794520547945207,0.0,2.0,36.0,,,,19,HIP
18,2009-03-22,0.3863013698630137,0.0,2.0,35.0,,,,21,HIP
19,2009-03-29,0.4054794520547945,0.0,2.0,34.0,,,,22,HIP
20,2009-04-05,0.4246575342465753,0.0,2.0,34.0,,,,23,HIP
21,2009-04-12,0.4438356164383562,0.0,2.0,34.0,,,,24,HIP
22,2009-04-19,0.46301369863013697,0.0,2.0,33.0,,,,25,HIP
23,2009-04-26,0.4821917808219178,0.0,2.0,32.0,,,,26,HIP
24,2009-05-03,0.5013698630136987,0.0,3.0,32.0,,,,27,HIP
25,2009-05-10,0.5205479452054794,0.0,3.0,32.0,,,,28,HIP
26,2009-05-17,0.5397260273972603,0.0,3.0,31.0,,,,29,HIP
28,2009-05-31,0.5780821917808219,0.0,3.0,30.0,,,,31,HIP
29,2009-06-07,0.5972602739726027,0.0,3.0,30.0,,,,32,HIP
30,2009-06-14,0.6164383561643836,0.0,3.0,30.0,,,,33,HIP
31,2009-06-21,0.6356164383561644,0.0,3.0,30.0,,,,34,HIP
32,2009-06-28,0.6547945205479452,0.0,3.0,30.0,,,,35,HIP
33,2009-07-05,0.673972602739726,0.0,3.0,29.0,,,,36,HIP
34,2009-07-12,0.6931506849315069,0.0,3.0,29.0,22.0,7.0,,37,HIP
35,2009-07-19,0.7123287671232876,0.0,3.0,29.0,23.0,7.0,,38,HIP
36,2009-07-26,0.7315068493150685,0.0,3.0,29.0,24.0,7.0,,39,HIP
37,2009-08-02,0.7506849315068493,0.0,4.0,29.0,24.0,7.0,,40,HIP
38,2009-08-09,0.7698630136986301,0.0,4.0,29.0,25.0,7.0,,41,HIP
39,2009-08-16,0.7890410958904109,0.0,4.0,28.0,,,,42,HIP
40,2009-08-23,0.8082191780821918,0.0,4.0,28.0,,,,43,HIP
41,2009-08-30,0.8273972602739726,0.0,4.0,28.0,,,,44,HIP
42,2009-09-06,0.8465753424657534,0.0,4.0,28.0,28.0,,,45,HIP
43,2009-09-13,0.8657534246575342,0.0,4.0,27.0,26.0,,,46,HIP
44,2009-09-20,0.8849315068493151,0.0,4.0,27.0,24.0,,,47,HIP
45,2009-09-27,0.9041095890410958,0.0,4.0,26.0,22.0,,,48,HIP
46,2009-10-04,0.9232876712328767,0.0,4.0,25.0,20.0,,,49,HIP
48,2009-10-18,0.9616438356164384,0.0,4.0,24.0,,,,51,HIP
49,2009-10-25,0.9808219178082191,0.0,4.0,23.0,,,,52,HIP
50,2009-11-01,0.0,1.0,1.0,22.0,12.0,6.0,4.0,1,HIP
51,2009-11-08,0.019178082191780823,1.0,1.0,13.0,7.0,3.0,3.0,2,HIP
52,2009-11-15,0.038356164383561646,1.0,1.0,18.0,12.0,2.0,4.0,3,HIP
53,2009-11-22,0.057534246575342465,1.0,1.0,22.0,17.0,1.0,4.0,4,HIP
54,2009-11-29,0.07671232876712329,1.0,1.0,24.0,24.0,1.0,4.0,5,HIP
55,2009-12-06,0.0958904109589041,1.0,1.0,24.0,23.0,1.0,4.0,6,HIP
56,2009-12-13,0.11506849315068493,1.0,1.0,24.0,23.0,1.0,4.0,7,HIP
57,2009-12-20,0.13424657534246576,1.0,1.0,24.0,22.0,2.0,4.0,8,HIP
58,2009-12-27,0.15342465753424658,1.0,1.0,24.0,22.0,,,9,HIP
59,2010-01-03,0.1726027397260274,1.0,1.0,24.0,,,,10,HIP
60,2010-01-10,0.1917808219178082,1.0,1.0,24.0,,,,11,HIP
61,2010-01-17,0.21095890410958903,1.0,1.0,24.0,,,,12,HIP
62,2010-01-24,0.23013698630136986,1.0,1.0,24.0,,,,13,HIP
63,2010-01-31,0.2493150684931507,1.0,1.0,24.0,,,,14,HIP
64,2010-02-07,0.2684931506849315,1.0,2.0,24.0,,,,15,HIP
65,2010-02-14,0.2876712328767123,1.0,2.0,24.0,,,,16,HIP
66,2010-02-21,0.30684931506849317,1.0,2.0,24.0,,,,17,HIP
67,2010-02-28,0.32602739726027397,1.0,2.0,24.0,,,,18,HIP
68,2010-03-07,0.3452054794520548,1.0,2.0,24.0,16.0,3.0,5.0,19,HIP
69,2010-03-14,0.3643835616438356,1.0,2.0,23.0,16.0,3.0,6.0,20,HIP
70,2010-03-21,0.3835616438356164,1.0,2.0,22.0,15.0,3.0,7.0,21,HIP
71,2010-03-28,0.40273972602739727,1.0,2.0,19.0,12.0,3.0,7.0,22,HIP
72,2010-04-04,0.42191780821917807,1.0,2.0,18.0,12.0,3.0,7.0,23,HIP
73,2010-04-11,0.4410958904109589,1.0,2.0,17.0,12.0,,7.0,24,HIP
74,2010-04-18,0.4602739726027397,1.0,2.0,17.0,13.0,,7.0,25,HIP
75,2010-04-25,0.4794520547945205,1.0,2.0,16.0,13.0,3.0,7.0,26,HIP
76,2010-05-02,0.4986301369863014,1.0,3.0,16.0,12.0,4.0,,27,HIP
77,2010-05-09,0.5178082191780822,1.0,3.0,16.0,12.0,4.0,,28,HIP
78,2010-05-16,0.536986301369863,1.0,3.0,16.0,11.0,5.0,,29,HIP
79,2010-05-23,0.5561643835616439,1.0,3.0,16.0,10.0,6.0,,30,HIP
0,2008-11-30,0.0821917808219178,0.0,1.0,21.0,6.0,,15.0,5,KUB
1,2008-12-07,0.10136986301369863,0.0,1.0,22.0,7.0,,14.0,6,KUB
2,2008-12-14,0.12054794520547946,0.0,1.0,22.0,8.0,,14.0,7,KUB
3,2008-12-21,0.13972602739726028,0.0,1.0,22.0,9.0,,13.0,8,KUB
4,2008-12-28,0.1589041095890411,0.0,1.0,23.0,10.0,,12.0,9,KUB
5,2009-01-04,0.17534246575342466,0.0,1.0,23.0,,,,10,KUB
6,2009-01-11,0.19452054794520549,0.0,1.0,24.0,,,,11,KUB
7,2009-01-18,0.2136986301369863,0.0,1.0,24.0,,,,12,KUB
8,2009-01-25,0.2328767123287671,0.0,1.0,25.0,,,,13,KUB
9,2009-02-01,0.25205479452054796,0.0,2.0,25.0,16.0,,9.0,14,KUB
10,2009-02-08,0.27123287671232876,0.0,2.0,26.0,15.0,,11.0,15,KUB
11,2009-02-15,0.29041095890410956,0.0,2.0,27.0,15.0,,12.0,16,KUB
12,2009-02-22,0.3095890410958904,0.0,2.0,28.0,14.0,,14.0,17,KUB
13,2009-03-01,0.3287671232876712,0.0,2.0,29.0,16.0,,14.0,18,KUB
14,2009-03-08,0.34794520547945207,0.0,2.0,30.0,17.0,,13.0,19,KUB
15,2009-03-15,0.36712328767123287,0.0,2.0,29.0,17.0,,12.0,20,KUB
16,2009-03-22,0.3863013698630137,0.0,2.0,28.0,17.0,,12.0,21,KUB
17,2009-03-29,0.4054794520547945,0.0,2.0,27.0,16.0,,11.0,22,KUB
18,2009-04-05,0.4246575342465753,0.0,2.0,26.0,16.0,,10.0,23,KUB
19,2009-04-12,0.4438356164383562,0.0,2.0,26.0,,,,24,KUB
20,2009-04-19,0.46301369863013697,0.0,2.0,25.0,16.0,9.0,,25,KUB
21,2009-04-26,0.4821917808219178,0.0,2.0,23.0,15.0,9.0,,26,KUB
22,2009-05-03,0.5013698630136987,0.0,3.0,21.0,14.0,9.0,,27,KUB
23,2009-05-10,0.5205479452054794,0.0,3.0,21.0,13.0,10.0,,28,KUB
24,2009-05-17,0.5397260273972603,0.0,3.0,20.0,12.0,10.0,,29,KUB
25,2009-05-24,0.5589041095890411,0.0,3.0,20.0,,,,30,KUB
26,2009-05-31,0.5780821917808219,0.0,3.0,20.0,10.0,10.0,,31,KUB
27,2009-06-07,0.5972602739726027,0.0,3.0,20.0,10.0,10.0,,32,KUB
28,2009-06-14,0.6164383561643836,0.0,3.0,20.0,10.0,10.0,,33,KUB
29,2009-06-21,0.6356164383561644,0.0,3.0,20.0,9.0,11.0,,34,KUB
30,2009-06-28,0.6547945205479452,0.0,3.0,20.0,9.0,11.0,,35,KUB
31,2009-07-05,0.673972602739726,0.0,3.0,20.0,8.0,11.0,1.0,36,KUB
32,2009-07-12,0.6931506849315069,0.0,3.0,20.0,10.0,10.0,1.0,37,KUB
33,2009-07-19,0.7123287671232876,0.0,3.0,20.0,10.0,9.0,2.0,38,KUB
34,2009-07-26,0.7315068493150685,0.0,3.0,20.0,10.0,8.0,2.0,39,KUB
35,2009-08-02,0.7506849315068493,0.0,4.0,20.0,10.0,7.0,3.0,40,KUB
36,2009-08-09,0.7698630136986301,0.0,4.0,20.0,10.0,6.0,,41,KUB
37,2009-08-16,0.7890410958904109,0.0,4.0,20.0,,,,42,KUB
38,2009-08-23,0.8082191780821918,0.0,4.0,20.0,,,,43,KUB
39,2009-08-30,0.8273972602739726,0.0,4.0,19.0,,,,44,KUB
40,2009-09-06,0.8465753424657534,0.0,4.0,18.0,10.0,3.0,5.0,45,KUB
41,2009-09-13,0.8657534246575342,0.0,4.0,15.0,10.0,3.0,5.0,46,KUB
42,2009-09-20,0.8849315068493151,0.0,4.0,15.0,10.0,3.0,5.0,47,KUB
43,2009-09-27,0.9041095890410958,0.0,4.0,14.0,10.0,3.0,5.0,48,KUB
44,2009-10-04,0.9232876712328767,0.0,4.0,14.0,10.0,3.0,5.0,49,KUB
45,2009-10-11,0.9424657534246575,0.0,4.0,14.0,,,,50,KUB
46,2009-10-18,0.9616438356164384,0.0,4.0,14.0,,,,51,KUB
47,2009-10-25,0.9808219178082191,0.0,4.0,13.0,,,,52,KUB
48,2009-11-01,0.0,1.0,1.0,5.0,,,,1,KUB
0,2017-01-08,0.1863013698630137,-1.0,1.0,5.0,,,,11,LIB
1,2017-01-15,0.2054794520547945,-1.0,1.0,6.0,,,,12,LIB
2,2017-01-22,0.22465753424657534,-1.0,1.0,8.0,,,,13,LIB
3,2017-01-29,0.24383561643835616,-1.0,1.0,9.0,,,,14,LIB
4,2017-02-05,0.26301369863013696,-1.0,2.0,10.0,,,,15,LIB
5,2017-02-12,0.2821917808219178,-1.0,2.0,10.0,,,,16,LIB
6,2017-02-19,0.3013698630136986,-1.0,2.0,12.0,,,,17,LIB
7,2017-02-26,0.32054794520547947,-1.0,2.0,14.0,,,,18,LIB
8,2017-03-05,0.33972602739726027,-1.0,2.0,14.0,,,,19,LIB
9,2017-03-12,0.3589041095890411,-1.0,2.0,14.0,,,,20,LIB
10,2017-03-19,0.3780821917808219,-1.0,2.0,14.0,,,,21,LIB
11,2017-03-26,0.3972602739726027,-1.0,2.0,15.0,,,,22,LIB
12,2017-04-02,0.41643835616438357,-1.0,2.0,15.0,,,,23,LIB
13,2017-04-09,0.43561643835616437,-1.0,2.0,15.0,,,,24,LIB
14,2017-04-16,0.4547945205479452,-1.0,2.0,15.0,,,,25,LIB
15,2017-04-23,0.473972602739726,-1.0,2.0,15.0,,,,26,LIB
16,2017-04-30,0.4931506849315068,-1.0,2.0,16.0,,,,27,LIB
17,2017-05-07,0.5123287671232877,-1.0,3.0,16.0,,,,28,LIB
18,2017-05-14,0.5315068493150685,-1.0,3.0,14.0,,,,29,LIB
19,2017-05-21,0.5506849315068493,-1.0,3.0,13.0,,,,30,LIB
20,2017-05-28,0.5698630136986301,-1.0,3.0,13.0,,,,31,LIB
21,2017-06-04,0.589041095890411,-1.0,3.0,13.0,,,,32,LIB
22,2017-06-11,0.6082191780821918,-1.0,3.0,13.0,,,,33,LIB
23,2017-06-18,0.6273972602739726,-1.0,3.0,11.0,,,,34,LIB
24,2017-06-25,0.6465753424657534,-1.0,3.0,10.0,,,,35,LIB
25,2017-07-02,0.6657534246575343,-1.0,3.0,8.0,,,,36,LIB
26,2017-07-09,0.684931506849315,-1.0,3.0,8.0,,,,37,LIB
27,2017-07-16,0.7041095890410959,-1.0,3.0,8.0,,,,38,LIB
28,2017-07-23,0.7232876712328767,-1.0,3.0,8.0,,,,39,LIB
29,2017-07-30,0.7424657534246575,-1.0,3.0,8.0,,,,40,LIB
30,2017-08-06,0.7616438356164383,-1.0,4.0,8.0,,,,41,LIB
31,2017-08-13,0.7808219178082192,-1.0,4.0,8.0,,,,42,LIB
32,2017-08-20,0.8,-1.0,4.0,8.0,,,,43,LIB
33,2017-08-27,0.8191780821917808,-1.0,4.0,8.0,,,,44,LIB
34,2017-09-03,0.8383561643835616,-1.0,4.0,7.0,,,,45,LIB
35,2017-09-10,0.8575342465753425,-1.0,4.0,6.0,,,,46,LIB
36,2017-09-17,0.8767123287671232,-1.0,4.0,6.0,,,,47,LIB
37,2017-09-24,0.8958904109589041,-1.0,4.0,5.0,,,,48,LIB
38,2017-10-01,0.915068493150685,-1.0,4.0,4.0,,,,49,LIB
39,2017-10-08,0.9342465753424658,-1.0,4.0,4.0,,,,50,LIB
0,2016-01-17,0.21095890410958903,-1.0,1.0,2.0,,,,12,MOGO
1,2016-01-24,0.23013698630136986,-1.0,1.0,5.0,,,,13,MOGO
2,2016-01-31,0.2493150684931507,-1.0,1.0,7.0,,,,14,MOGO
3,2016-02-07,0.2684931506849315,-1.0,2.0,10.0,,,,15,MOGO
4,2016-02-14,0.2876712328767123,-1.0,2.0,11.0,,,,16,MOGO
5,2016-02-21,0.30684931506849317,-1.0,2.0,12.0,,,,17,MOGO
6,2016-02-28,0.32602739726027397,-1.0,2.0,13.0,,,,18,MOGO
7,2016-03-06,0.3452054794520548,-1.0,2.0,14.0,,,,19,MOGO
8,2016-03-13,0.3643835616438356,-1.0,2.0,19.0,,,,20,MOGO
9,2016-03-20,0.3835616438356164,-1.0,2.0,24.0,,,,21,MOGO
10,2016-03-27,0.40273972602739727,-1.0,2.0,30.0,,,,22,MOGO
11,2016-04-03,0.42191780821917807,-1.0,2.0,30.0,,,,23,MOGO
12,2016-04-10,0.4410958904109589,-1.0,2.0,30.0,,,,24,MOGO
13,2016-04-17,0.4602739726027397,-1.0,2.0,30.0,,,,25,MOGO
14,2016-04-24,0.4794520547945205,-1.0,2.0,30.0,,,,26,MOGO
15,2016-05-01,0.4986301369863014,-1.0,3.0,30.0,,,,27,MOGO
16,2016-05-08,0.5178082191780822,-1.0,3.0,30.0,,,,28,MOGO
17,2016-05-15,0.536986301369863,-1.0,3.0,30.0,,,,29,MOGO
18,2016-05-22,0.5561643835616439,-1.0,3.0,30.0,,,,30,MOGO
19,2016-05-29,0.5753424657534246,-1.0,3.0,30.0,,,,31,MOGO
20,2016-06-05,0.5945205479452055,-1.0,3.0,30.0,,,,32,MOGO
21,2016-06-12,0.6136986301369863,-1.0,3.0,30.0,,,,33,MOGO
22,2016-06-19,0.6328767123287671,-1.0,3.0,30.0,,,,34,MOGO
23,2016-06-26,0.6520547945205479,-1.0,3.0,30.0,,,,35,MOGO
24,2016-07-03,0.6712328767123288,-1.0,3.0,29.0,,,,36,MOGO
27,2016-07-24,0.7287671232876712,-1.0,3.0,29.0,,,,39,MOGO
28,2016-07-31,0.7479452054794521,-1.0,3.0,29.0,,,,40,MOGO
29,2016-08-07,0.7671232876712328,-1.0,4.0,29.0,,,,41,MOGO
30,2016-08-14,0.7863013698630137,-1.0,4.0,29.0,,,,42,MOGO
31,2016-08-21,0.8054794520547945,-1.0,4.0,29.0,,,,43,MOGO
32,2016-08-28,0.8246575342465754,-1.0,4.0,29.0,,,,44,MOGO
33,2016-09-04,0.8438356164383561,-1.0,4.0,29.0,,,,45,MOGO
36,2016-09-25,0.9013698630136986,-1.0,4.0,29.0,,,,48,MOGO
37,2016-10-02,0.9205479452054794,-1.0,4.0,29.0,,,,49,MOGO
38,2016-10-09,0.9397260273972603,-1.0,4.0,29.0,,,,50,MOGO
39,2016-10-16,0.958904109589041,-1.0,4.0,29.0,,,,51,MOGO
0,2008-11-16,0.043835616438356165,0.0,1.0,4.0,,,,3,MOW
1,2008-11-23,0.06301369863013699,0.0,1.0,5.0,,,,4,MOW
2,2008-11-30,0.0821917808219178,0.0,1.0,6.0,6.0,,,5,MOW
3,2008-12-07,0.10136986301369863,0.0,1.0,7.0,6.0,,,6,MOW
4,2008-12-14,0.12054794520547946,0.0,1.0,8.0,5.0,,,7,MOW
5,2008-12-21,0.13972602739726028,0.0,1.0,9.0,5.0,,4.0,8,MOW
6,2008-12-28,0.1589041095890411,0.0,1.0,9.0,5.0,,4.0,9,MOW
7,2009-01-04,0.17534246575342466,0.0,1.0,9.0,5.0,,4.0,10,MOW
8,2009-01-11,0.19452054794520549,0.0,1.0,9.0,5.0,,4.0,11,MOW
9,2009-01-18,0.2136986301369863,0.0,1.0,9.0,5.0,,4.0,12,MOW
10,2009-01-25,0.2328767123287671,0.0,1.0,9.0,5.0,,4.0,13,MOW
11,2009-02-01,0.25205479452054796,0.0,2.0,9.0,5.0,,4.0,14,MOW
12,2009-02-08,0.27123287671232876,0.0,2.0,9.0,5.0,,5.0,15,MOW
13,2009-02-15,0.29041095890410956,0.0,2.0,9.0,5.0,,5.0,16,MOW
14,2009-02-22,0.3095890410958904,0.0,2.0,10.0,,,,17,MOW
15,2009-03-01,0.3287671232876712,0.0,2.0,10.0,,,,18,MOW
16,2009-03-08,0.34794520547945207,0.0,2.0,10.0,,,,19,MOW
17,2009-03-15,0.36712328767123287,0.0,2.0,10.0,,,,20,MOW
18,2009-03-22,0.3863013698630137,0.0,2.0,10.0,,,,21,MOW
19,2009-03-29,0.4054794520547945,0.0,2.0,10.0,,,,22,MOW
20,2009-04-05,0.4246575342465753,0.0,2.0,10.0,4.0,,6.0,23,MOW
21,2009-04-12,0.4438356164383562,0.0,2.0,10.0,4.0,,6.0,24,MOW
22,2009-04-19,0.46301369863013697,0.0,2.0,10.0,4.0,6.0,6.0,25,MOW
23,2009-04-26,0.4821917808219178,0.0,2.0,10.0,4.0,6.0,6.0,26,MOW
24,2009-05-03,0.5013698630136987,0.0,3.0,10.0,4.0,6.0,6.0,27,MOW
25,2009-05-10,0.5205479452054794,0.0,3.0,8.0,3.0,6.0,6.0,28,MOW
26,2009-05-17,0.5397260273972603,0.0,3.0,7.0,2.0,5.0,6.0,29,MOW
27,2009-05-24,0.5589041095890411,0.0,3.0,7.0,2.0,5.0,,30,MOW
28,2009-05-31,0.5780821917808219,0.0,3.0,7.0,2.0,5.0,,31,MOW
29,2009-06-07,0.5972602739726027,0.0,3.0,7.0,2.0,5.0,,32,MOW
30,2009-06-14,0.6164383561643836,0.0,3.0,7.0,3.0,4.0,,33,MOW
31,2009-06-21,0.6356164383561644,0.0,3.0,7.0,3.0,4.0,,34,MOW
32,2009-06-28,0.6547945205479452,0.0,3.0,7.0,3.0,4.0,,35,MOW
33,2009-07-05,0.673972602739726,0.0,3.0,7.0,4.0,4.0,,36,MOW
34,2009-07-12,0.6931506849315069,0.0,3.0,7.0,4.0,4.0,,37,MOW
35,2009-07-19,0.7123287671232876,0.0,3.0,7.0,4.0,4.0,,38,MOW
36,2009-07-26,0.7315068493150685,0.0,3.0,7.0,,,,39,MOW
37,2009-08-02,0.7506849315068493,0.0,4.0,7.0,,,,40,MOW
38,2009-08-09,0.7698630136986301,0.0,4.0,6.0,,,,41,MOW
39,2009-08-16,0.7890410958904109,0.0,4.0,6.0,,,,42,MOW
40,2009-08-23,0.8082191780821918,0.0,4.0,6.0,,,,43,MOW
41,2009-08-30,0.8273972602739726,0.0,4.0,6.0,,,,44,MOW
42,2009-09-06,0.8465753424657534,0.0,4.0,6.0,6.0,,,45,MOW
43,2009-09-13,0.8657534246575342,0.0,4.0,6.0,6.0,,,46,MOW
44,2009-09-20,0.8849315068493151,0.0,4.0,6.0,6.0,,,47,MOW
45,2009-09-27,0.9041095890410958,0.0,4.0,6.0,6.0,,,48,MOW
46,2009-10-04,0.9232876712328767,0.0,4.0,6.0,6.0,,,49,MOW
47,2009-10-11,0.9424657534246575,0.0,4.0,6.0,,,,50,MOW
48,2009-10-18,0.9616438356164384,0.0,4.0,6.0,,,,51,MOW
372,2016-01-03,0.1726027397260274,7.0,1.0,16.0,,,,10,MOW
373,2016-01-10,0.1917808219178082,7.0,1.0,18.0,,,,11,MOW
374,2016-01-17,0.21095890410958903,7.0,1.0,20.0,,,,12,MOW
375,2016-01-24,0.23013698630136986,7.0,1.0,22.0,,,,13,MOW
376,2016-01-31,0.2493150684931507,7.0,1.0,24.0,,,,14,MOW
377,2016-02-07,0.2684931506849315,7.0,2.0,26.0,,,,15,MOW
378,2016-02-14,0.2876712328767123,7.0,2.0,26.0,,,,16,MOW
379,2016-02-21,0.30684931506849317,7.0,2.0,27.0,,,,17,MOW
380,2016-02-28,0.32602739726027397,7.0,2.0,27.0,,,,18,MOW
381,2016-03-06,0.3452054794520548,7.0,2.0,28.0,,,,19,MOW
382,2016-03-13,0.3643835616438356,7.0,2.0,28.0,,,,20,MOW
383,2016-03-20,0.3835616438356164,7.0,2.0,29.0,,,,21,MOW
384,2016-03-27,0.40273972602739727,7.0,2.0,29.0,,,,22,MOW
385,2016-04-03,0.42191780821917807,7.0,2.0,30.0,,,,23,MOW
386,2016-04-10,0.4410958904109589,7.0,2.0,30.0,,,,24,MOW
387,2016-04-17,0.4602739726027397,7.0,2.0,30.0,,,,25,MOW
388,2016-04-24,0.4794520547945205,7.0,2.0,30.0,,,,26,MOW
389,2016-05-01,0.4986301369863014,7.0,3.0,30.0,,,,27,MOW
390,2016-05-08,0.5178082191780822,7.0,3.0,30.0,,,,28,MOW
391,2016-05-15,0.536986301369863,7.0,3.0,30.0,,,,29,MOW
392,2016-05-22,0.5561643835616439,7.0,3.0,30.0,,,,30,MOW
393,2016-05-29,0.5753424657534246,7.0,3.0,30.0,,,,31,MOW
394,2016-06-05,0.5945205479452055,7.0,3.0,30.0,,,,32,MOW
395,2016-06-12,0.6136986301369863,7.0,3.0,30.0,,,,33,MOW
396,2016-06-19,0.6328767123287671,7.0,3.0,30.0,,,,34,MOW
397,2016-06-26,0.6520547945205479,7.0,3.0,30.0,,,,35,MOW
398,2016-07-03,0.6712328767123288,7.0,3.0,30.0,,,,36,MOW
399,2016-07-10,0.6904109589041096,7.0,3.0,30.0,,,,37,MOW
400,2016-07-17,0.7095890410958904,7.0,3.0,30.0,,,,38,MOW
401,2016-07-24,0.7287671232876712,7.0,3.0,30.0,,,,39,MOW
402,2016-07-31,0.7479452054794521,7.0,3.0,29.0,,,,40,MOW
403,2016-08-07,0.7671232876712328,7.0,4.0,29.0,,,,41,MOW
404,2016-08-14,0.7863013698630137,7.0,4.0,29.0,,,,42,MOW
405,2016-08-21,0.8054794520547945,7.0,4.0,29.0,,,,43,MOW
406,2016-08-28,0.8246575342465754,7.0,4.0,29.0,,,,44,MOW
407,2016-09-04,0.8438356164383561,7.0,4.0,29.0,,,,45,MOW
408,2016-09-11,0.863013698630137,7.0,4.0,29.0,,,,46,MOW
409,2016-09-18,0.8821917808219178,7.0,4.0,29.0,,,,47,MOW
410,2016-09-25,0.9013698630136986,7.0,4.0,29.0,,,,48,MOW
411,2016-10-02,0.9205479452054794,7.0,4.0,29.0,,,,49,MOW
412,2016-10-09,0.9397260273972603,7.0,4.0,29.0,,,,50,MOW
413,2016-10-16,0.958904109589041,7.0,4.0,29.0,,,,51,MOW
414,2016-10-23,0.9780821917808219,7.0,4.0,12.0,,,,52,MOW
415,2016-10-30,0.9972602739726028,7.0,4.0,12.0,,,,53,MOW
416,2016-11-06,0.01643835616438356,8.0,1.0,12.0,,,,2,MOW
417,2016-11-13,0.03561643835616438,8.0,1.0,12.0,,,,3,MOW
418,2016-11-20,0.0547945205479452,8.0,1.0,12.0,,,,4,MOW
422,2016-12-18,0.13150684931506848,8.0,1.0,13.0,,,,8,MOW
423,2016-12-25,0.1506849315068493,8.0,1.0,19.0,,,,9,MOW
424,2017-01-01,0.16712328767123288,8.0,1.0,21.0,,,,10,MOW
425,2017-01-08,0.1863013698630137,8.0,1.0,22.0,,,,11,MOW
426,2017-01-15,0.2054794520547945,8.0,1.0,24.0,,,,12,MOW
427,2017-01-22,0.22465753424657534,8.0,1.0,27.0,,,,13,MOW
428,2017-01-29,0.24383561643835616,8.0,1.0,27.0,,,,14,MOW
429,2017-02-05,0.26301369863013696,8.0,2.0,27.0,,,,15,MOW
430,2017-02-12,0.2821917808219178,8.0,2.0,28.0,,,,16,MOW
431,2017-02-19,0.3013698630136986,8.0,2.0,28.0,,,,17,MOW
432,2017-02-26,0.32054794520547947,8.0,2.0,28.0,,,,18,MOW
433,2017-03-05,0.33972602739726027,8.0,2.0,28.0,,,,19,MOW
434,2017-03-12,0.3589041095890411,8.0,2.0,28.0,,,,20,MOW
435,2017-03-19,0.3780821917808219,8.0,2.0,28.0,,,,21,MOW
436,2017-03-26,0.3972602739726027,8.0,2.0,28.0,,,,22,MOW
437,2017-04-02,0.41643835616438357,8.0,2.0,28.0,,,,23,MOW
438,2017-04-09,0.43561643835616437,8.0,2.0,27.0,,,,24,MOW
439,2017-04-16,0.4547945205479452,8.0,2.0,27.0,,,,25,MOW
440,2017-04-23,0.473972602739726,8.0,2.0,27.0,,,,26,MOW
441,2017-04-30,0.4931506849315068,8.0,2.0,27.0,,,,27,MOW
442,2017-05-07,0.5123287671232877,8.0,3.0,27.0,,,,28,MOW
443,2017-05-14,0.5315068493150685,8.0,3.0,27.0,,,,29,MOW
444,2017-05-21,0.5506849315068493,8.0,3.0,27.0,,,,30,MOW
445,2017-05-28,0.5698630136986301,8.0,3.0,27.0,,,,31,MOW
446,2017-06-04,0.589041095890411,8.0,3.0,27.0,,,,32,MOW
447,2017-06-11,0.6082191780821918,8.0,3.0,27.0,,,,33,MOW
448,2017-06-18,0.6273972602739726,8.0,3.0,27.0,,,,34,MOW
449,2017-06-25,0.6465753424657534,8.0,3.0,27.0,,,,35,MOW
450,2017-07-02,0.6657534246575343,8.0,3.0,27.0,,,,36,MOW
451,2017-07-09,0.684931506849315,8.0,3.0,27.0,,,,37,MOW
452,2017-07-16,0.7041095890410959,8.0,3.0,27.0,,,,38,MOW
453,2017-07-23,0.7232876712328767,8.0,3.0,27.0,,,,39,MOW
454,2017-07-30,0.7424657534246575,8.0,3.0,27.0,,,,40,MOW
455,2017-08-06,0.7616438356164383,8.0,4.0,26.0,,,,41,MOW
456,2017-08-13,0.7808219178082192,8.0,4.0,26.0,,,,42,MOW
457,2017-08-20,0.8,8.0,4.0,26.0,,,,43,MOW
458,2017-08-27,0.8191780821917808,8.0,4.0,26.0,,,,44,MOW
459,2017-09-03,0.8383561643835616,8.0,4.0,26.0,,,,45,MOW
460,2017-09-10,0.8575342465753425,8.0,4.0,26.0,,,,46,MOW
461,2017-09-17,0.8767123287671232,8.0,4.0,26.0,,,,47,MOW
462,2017-09-24,0.8958904109589041,8.0,4.0,26.0,,,,48,MOW
463,2017-10-01,0.915068493150685,8.0,4.0,26.0,,,,49,MOW
